#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         661    -7.42404    -7.56043   0.0044789
         662    -7.50848    -7.56036  0.00447282
         663    -7.50979    -7.56028  0.00446673
         664    -7.57422     -7.5603  0.00446005
         665    -7.57866    -7.56033  0.00445343
         666    -7.68305    -7.56051  0.00445055
         667    -7.59621    -7.56057   0.0044442
         668    -7.50433    -7.56048  0.00443834
         669     -7.5478    -7.56046  0.00443175
         670    -7.65741    -7.56061   0.0044275
         671    -7.69614    -7.56081   0.0044255
         672    -7.68137    -7.56099  0.00442255
         673    -7.69897    -7.56119  0.00442073
         674    -7.72477    -7.56144  0.00442083
         675    -7.70454    -7.56165  0.00441936
         676     -7.7246    -7.56189  0.00441939
         677    -7.68947    -7.56208  0.00441688
         678    -7.69705    -7.56228  0.00441485
         679    -7.73216    -7.56253  0.00441543
         680    -7.75091     -7.5628  0.00441762
         681    -7.74828    -7.56308  0.00441952
         682    -7.65165    -7.56321  0.00441495
         683    -7.69219     -7.5634  0.00441252
         684     -7.7128    -7.56361  0.00441147
         685    -7.68031    -7.56378  0.00440832
         686     -7.7017    -7.56399  0.00440648
         687    -7.67422    -7.56415  0.00440298
         688    -7.64906    -7.56427  0.00439831
         689    -7.70928    -7.56448  0.00439696
         690    -7.60275    -7.56454  0.00439094
         691    -7.65479    -7.56467  0.00438653
         692    -7.63762    -7.56477  0.00438145
         693    -7.70245    -7.56497  0.00437963
         694    -7.63283    -7.56507  0.00437442
         695    -7.65248    -7.56519  0.00436993
         696    -7.60374    -7.56525    0.004364
         697    -7.61558    -7.56532  0.00435834
         698    -7.58811    -7.56535  0.00435222
         699    -7.57746    -7.56537  0.00434602
         700    -7.53908    -7.56533  0.00433998
         701     -7.5626    -7.56533  0.00433379
         702    -7.55788    -7.56532  0.00432763
         703    -7.51548    -7.56525  0.00432205
         704    -7.52269    -7.56519  0.00431634
         705     -7.5364    -7.56515  0.00431041
         706    -7.59089    -7.56518  0.00430446
         707    -7.54446    -7.56515  0.00429847
         708    -7.60942    -7.56522  0.00429285
         709    -7.58857    -7.56525  0.00428692
         710    -7.63322    -7.56535  0.00428195
         711    -7.63514    -7.56544  0.00427706
         712    -7.65236    -7.56557  0.00427279
         713    -7.64942    -7.56568  0.00426842
         714    -7.53428    -7.56564  0.00426266
         715    -7.50494    -7.56555  0.00425755
         716    -7.47198    -7.56542  0.00425361
         717    -7.48918    -7.56532    0.004249
         718    -7.47748    -7.56519  0.00424485
         719    -7.46963    -7.56506  0.00424102
         720    -7.38441    -7.56481  0.00424255
         721    -7.38326    -7.56456  0.00424413
         722     -7.4291    -7.56437   0.0042424
         723    -7.48559    -7.56426  0.00423793
         724    -7.56378    -7.56426  0.00423207
         725    -7.53362    -7.56422  0.00422645
         726    -7.53986    -7.56419  0.00422076
         727     -7.5354    -7.56415  0.00421514
         728    -7.50054    -7.56406  0.00421025
         729     -7.5803    -7.56408  0.00420454
         730    -7.58243    -7.56411  0.00419885
         731    -7.57023    -7.56411  0.00419312
         732    -7.54586    -7.56409  0.00418746
         733    -7.55567    -7.56408  0.00418177
         734    -7.53703    -7.56404  0.00417623
         735    -7.60452     -7.5641  0.00417091
         736    -7.56022    -7.56409  0.00416525
         737    -7.50006      -7.564   0.0041605
         738    -7.44868    -7.56385   0.0041578
         739    -7.42091    -7.56365  0.00415667
         740    -7.44943     -7.5635  0.00415392
         741    -7.54095    -7.56347  0.00414842
         742    -7.49496    -7.56338  0.00414386
         743    -7.48311    -7.56327  0.00413969
         744    -7.52332    -7.56322  0.00413447
         745    -7.50307    -7.56314  0.00412971
         746    -7.58007    -7.56316  0.00412424
         747    -7.59474     -7.5632  0.00411894
         748    -7.53296    -7.56316  0.00411363
         749    -7.60993    -7.56322  0.00410861
         750    -7.66948    -7.56336  0.00410557
         751    -7.62605    -7.56345  0.00410095
         752    -7.64253    -7.56355  0.00409685
         753    -7.58634    -7.56358  0.00409152
         754    -7.55811    -7.56358   0.0040861
         755    -7.60632    -7.56363  0.00408108
         756    -7.63547    -7.56373  0.00407679
         757    -7.63084    -7.56382  0.00407237
         758    -7.66321    -7.56395   0.0040691
         759    -7.60451      -7.564  0.00406409
         760    -7.63561    -7.56409  0.00405984
         761    -7.60396    -7.56415  0.00405484
         762    -7.64386    -7.56425  0.00405087
         763    -7.61794    -7.56432  0.00404617
         764    -7.62812    -7.56441  0.00404174
         765    -7.62965    -7.56449  0.00403735
         766    -7.62012    -7.56456  0.00403274
         767    -7.63321    -7.56465  0.00402847
         768    -7.63166    -7.56474  0.00402417
         769     -7.5831    -7.56476  0.00401901
         770    -7.49351    -7.56467  0.00401485
         771    -7.53718    -7.56464  0.00400981
         772    -7.66691    -7.56477   0.0040068
         773    -7.69509    -7.56494  0.00400516
         774    -7.72548    -7.56514  0.00400535
         775    -7.69773    -7.56532  0.00400384
         776     -7.6851    -7.56547  0.00400165
         777    -7.72302    -7.56567  0.00400164
         778    -7.69224    -7.56584   0.0039998
         779    -7.65968    -7.56596  0.00399648
         780    -7.61039    -7.56601  0.00399176
         781    -7.61755    -7.56608  0.00398719
         782    -7.56962    -7.56608   0.0039821
         783    -7.54094    -7.56605  0.00397714
         784    -7.55974    -7.56604  0.00397208
         785    -7.55775    -7.56603  0.00396703
         786    -7.57536    -7.56604    0.003962
         787    -7.45337     -7.5659  0.00395955
         788     -7.3925    -7.56568  0.00396064
         789    -7.37626    -7.56544  0.00396289
         790    -7.38862    -7.56522  0.00396419
         791    -7.31852    -7.56491  0.00397143
         792    -7.30128    -7.56457  0.00398034
         793    -7.33423    -7.56428   0.0039859
         794     -7.3349    -7.56399  0.00399134
         795    -7.34315    -7.56372  0.00399597
         796    -7.37936    -7.56348  0.00399766
         797    -7.42138    -7.56331  0.00399662
         798    -7.46181    -7.56318  0.00399363
         799    -7.54456    -7.56316   0.0039887
         800    -7.56313    -7.56315  0.00398371
         801    -7.50804    -7.56309  0.00397934
         802    -7.52525    -7.56304  0.00397465
         803    -7.58613    -7.56307  0.00396981
         804    -7.54347    -7.56304  0.00396494
         805    -7.54771    -7.56302  0.00396007
         806    -7.58837    -7.56306  0.00395528
         807    -7.63977    -7.56315  0.00395152
         808    -7.53345    -7.56311   0.0039468
         809    -7.53064    -7.56307  0.00394212
         810    -7.54926    -7.56306  0.00393729
         811     -7.5607    -7.56305  0.00393244
         812    -7.56197    -7.56305   0.0039276
         813    -7.54676    -7.56303  0.00392282
         814     -7.5322    -7.56299  0.00391818
         815     -7.4921    -7.56291  0.00391434
         816    -7.49672    -7.56283  0.00391038
         817    -7.44447    -7.56268  0.00390828
         818     -7.4849    -7.56259  0.00390466
         819    -7.50397    -7.56252  0.00390055
         820      -7.521    -7.56246  0.00389612
         821    -7.50546     -7.5624  0.00389199
         822    -7.44298    -7.56225  0.00388997
         823    -7.46154    -7.56213  0.00388716
         824    -7.43665    -7.56198  0.00388543
         825    -7.50918    -7.56191  0.00388125
         826    -7.48272    -7.56182  0.00387773
         827    -7.44179    -7.56167  0.00387576
         828    -7.37437    -7.56144  0.00387767
         829    -7.42966    -7.56128  0.00387625
         830    -7.45791    -7.56116  0.00387358
         831    -7.49414    -7.56108  0.00386976
         832     -7.5011    -7.56101  0.00386578
         833    -7.53853    -7.56098  0.00386123
         834    -7.51782    -7.56093  0.00385695
         835    -7.45943    -7.56081  0.00385425
         836    -7.43639    -7.56066  0.00385251
         837     -7.5146     -7.5606   0.0038483
         838    -7.47202     -7.5605  0.00384516
         839    -7.54224    -7.56048  0.00384064
         840    -7.50296    -7.56041  0.00383667
         841    -7.53807    -7.56038   0.0038322
         842    -7.50577    -7.56032   0.0038282
         843    -7.52418    -7.56027   0.0038239
         844    -7.55997    -7.56027  0.00381937
         845     -7.5952    -7.56031  0.00381507
         846    -7.53707    -7.56029  0.00381066
         847    -7.50722    -7.56022  0.00380668
         848    -7.45839     -7.5601  0.00380408
         849    -7.49307    -7.56003  0.00380042
         850    -7.49666    -7.55995  0.00379668
         851    -7.50254    -7.55988  0.00379282
         852    -7.54076    -7.55986  0.00378843
         853    -7.51305    -7.55981  0.00378439
         854    -7.43149    -7.55966  0.00378294
         855    -7.45996    -7.55954  0.00378031
         856    -7.43751     -7.5594  0.00377858
         857    -7.42577    -7.55924  0.00377739
         858    -7.47129    -7.55914  0.00377438
         859    -7.50262    -7.55907  0.00377056
         860    -7.56949    -7.55908  0.00376619
         861    -7.57419     -7.5591  0.00376186
         862    -7.53086    -7.55907  0.00375764
         863    -7.49846      -7.559  0.00375394
         864    -7.54993    -7.55899  0.00374961
         865    -7.55906    -7.55899  0.00374528
         866    -7.53372    -7.55896  0.00374106
         867    -7.54068    -7.55894  0.00373681
         868    -7.55617    -7.55893  0.00373251
         869    -7.55908    -7.55894  0.00372821
         870    -7.59575    -7.55898  0.00372417
         871     -7.5959    -7.55902  0.00372013
         872    -7.58026    -7.55904  0.00371594
         873    -7.57965    -7.55907  0.00371176
         874    -7.59183    -7.55911   0.0037077
         875    -7.61748    -7.55917  0.00370407
         876    -7.55815    -7.55917  0.00369984
         877    -7.57697    -7.55919  0.00369568
         878    -7.52394    -7.55915  0.00369169
         879    -7.54439    -7.55913  0.00368752
         880    -7.58577    -7.55916  0.00368346
         881    -7.48027    -7.55907  0.00368036
         882    -7.53048    -7.55904  0.00367633
         883    -7.49568    -7.55897  0.00367287
         884    -7.61117    -7.55903  0.00366919
         885    -7.58637    -7.55906  0.00366518
         886    -7.52949    -7.55903  0.00366119
         887    -7.53257      -7.559  0.00365718
         888    -7.59096    -7.55903  0.00365324
         889    -7.47042    -7.55893  0.00365049
         890    -7.43011    -7.55879  0.00364926
         891     -7.4302    -7.55864  0.00364802
         892      -7.331    -7.55839  0.00365284
         893    -7.25154    -7.55805  0.00366488
         894    -7.38448    -7.55785  0.00366592
         895     -7.4505    -7.55773  0.00366378
         896    -7.51651    -7.55769  0.00365998
         897    -7.58414    -7.55772  0.00365602
         898    -7.44753    -7.55759  0.00365401
         899    -7.52176    -7.55755  0.00365016
         900    -7.64452    -7.55765  0.00364739
         901    -7.56323    -7.55766  0.00364334
         902    -7.58916    -7.55769  0.00363947
         903    -7.57715    -7.55771   0.0036355
         904    -7.56634    -7.55772  0.00363149
         905    -7.55733    -7.55772  0.00362748
         906    -7.58104    -7.55775  0.00362357
         907    -7.55783    -7.55775  0.00361957
         908    -7.52232    -7.55771   0.0036158
         909    -7.60631    -7.55776  0.00361222
         910    -7.62034    -7.55783   0.0036089
         911    -7.63011    -7.55791  0.00360581
         912    -7.63796      -7.558  0.00360293
         913    -7.59086    -7.55803  0.00359916
         914    -7.56874    -7.55805  0.00359524
         915    -7.54104    -7.55803  0.00359136
         916    -7.64581    -7.55812  0.00358872
         917    -7.61864    -7.55819  0.00358541
         918    -7.68361    -7.55832  0.00358411
         919    -7.64568    -7.55842  0.00358147
         920    -7.64712    -7.55852  0.00357887
         921    -7.60036    -7.55856  0.00357527
         922    -7.60463    -7.55861  0.00357175
         923    -7.52273    -7.55857  0.00356809
         924    -7.56893    -7.55858  0.00356424
         925    -7.50966    -7.55853  0.00356078
         926    -7.48473    -7.55845  0.00355783
         927    -7.51947    -7.55841  0.00355424
         928     -7.4786    -7.55832  0.00355145
         929    -7.52155    -7.55828  0.00354785
         930    -7.53613    -7.55826  0.00354411
         931     -7.5902    -7.55829  0.00354047
         932    -7.52658    -7.55826  0.00353684
         933    -7.59338     -7.5583  0.00353325
         934    -7.60778    -7.55835  0.00352986
         935    -7.58962    -7.55838  0.00352624
         936    -7.56272    -7.55839  0.00352248
         937    -7.54672    -7.55838  0.00351874
         938    -7.59963    -7.55842  0.00351527
         939    -7.59123    -7.55846   0.0035117
         940    -7.58631    -7.55849  0.00350809
         941    -7.54496    -7.55847  0.00350439
         942    -7.52359    -7.55843  0.00350086
         943    -7.62664    -7.55851   0.0034979
         944    -7.62251    -7.55857  0.00349485
         945    -7.56822    -7.55858  0.00349116
         946    -7.51077    -7.55853  0.00348784
         947    -7.55954    -7.55853  0.00348416
         948    -7.61113    -7.55859  0.00348092
         949    -7.64685    -7.55868   0.0034785
         950     -7.5759     -7.5587  0.00347488
         951    -7.59732    -7.55874  0.00347147
         952    -7.63201    -7.55882  0.00346867
         953    -7.65601    -7.55892  0.00346653
         954     -7.6467    -7.55901  0.00346412
         955    -7.64617     -7.5591  0.00346169
         956    -7.61702    -7.55916   0.0034586
         957    -7.57675    -7.55918  0.00345504
         958    -7.62173    -7.55925  0.00345205
         959     -7.5671    -7.55926  0.00344846
         960     -7.4865    -7.55918   0.0034457
         961    -7.48413     -7.5591    0.003443
         962    -7.50748    -7.55905  0.00343984
         963    -7.56541    -7.55906  0.00343627
         964    -7.58001    -7.55908  0.00343278
         965    -7.58401     -7.5591  0.00342932
         966    -7.49955    -7.55904  0.00342632
         967    -7.49027    -7.55897  0.00342352
         968    -7.49138     -7.5589  0.00342069
         969    -7.58626    -7.55893  0.00341728
         970    -7.58209    -7.55895  0.00341384
         971    -7.62022    -7.55902   0.0034109
         972    -7.60108    -7.55906  0.00340767
         973    -7.51814    -7.55902  0.00340443
         974    -7.54941    -7.55901  0.00340095
         975    -7.55127      -7.559  0.00339747
         976    -7.50114    -7.55894   0.0033945
         977    -7.46963    -7.55885  0.00339226
         978     -7.3073    -7.55859  0.00339853
         979    -7.44454    -7.55847  0.00339705
         980    -7.52348    -7.55844  0.00339377
         981    -7.49461    -7.55837  0.00339094
         982    -7.50525    -7.55832  0.00338792
         983    -7.51485    -7.55828  0.00338476
         984     -7.5325    -7.55825  0.00338142
         985    -7.47635    -7.55817  0.00337901
         986     -7.5294    -7.55814  0.00337571
         987     -7.5039    -7.55808  0.00337274
         988    -7.54046    -7.55806  0.00336937
         989     -7.6184    -7.55813  0.00336651
         990    -7.63555     -7.5582  0.00336402
         991     -7.6275    -7.55827  0.00336135
         992    -7.62518    -7.55834  0.00335864
         993    -7.58054    -7.55836  0.00335533
         994     -7.5463    -7.55835  0.00335198
         995    -7.60312     -7.5584  0.00334891
         996     -7.5808    -7.55842  0.00334563
         997    -7.60117    -7.55846  0.00334255
         998    -7.66782    -7.55857  0.00334099
         999     -7.6882     -7.5587  0.00334017
        1000    -7.64738    -7.55879    0.003338
