# generation:     mean_loss:           best_loss:
1                   2526.8                  2197.26
2                  2283.18                  2078.54
3                  2124.56                  1914.36
4                  1991.66                   1810.7
5                  1842.42                   1721.2
6                  1746.07                  1609.41
7                  1647.47                  1531.02
8                  1551.18                  1463.46
9                  1482.44                  1387.93
10                  1399.97                  1321.69
11                  1340.11                  1264.61
12                  1288.31                  1220.64
13                  1230.52                  1176.86
14                  1190.79                  1133.38
15                   1149.8                   1085.6
16                  1105.18                  1042.83
17                  1059.27                  993.791
18                  1011.97                  944.541
19                  962.738                  914.308
20                  925.048                  858.689
21                  881.618                  830.363
22                  845.231                  792.616
23                  809.683                  776.593
24                  783.941                  762.987
25                  769.896                  751.154
26                   756.39                  726.951
27                  739.359                  715.388
28                   721.17                  695.247
29                  703.179                  681.809
30                  688.955                  667.573
31                  675.608                   657.61
32                  662.016                  638.751
33                  642.635                  621.873
34                  630.066                  601.134
35                  613.756                  568.946
36                  584.759                  548.566
37                   558.45                  543.511
38                  546.135                  520.101
39                  530.865                   504.32
40                  513.211                  465.637
41                  489.249                  455.732
42                  462.102                  452.226
43                  454.183                   443.48
44                  448.476                   438.06
45                  439.175                  430.493
46                  435.328                  425.211
47                  427.748                  415.817
48                  419.063                  387.697
49                  397.927                  374.849
50                  382.101                  367.112
51                  370.352                  357.506
52                  361.526                  349.599
53                  352.739                   341.95
54                  346.033                  337.244
55                  339.205                  335.899
56                  336.562                  328.235
57                  331.929                  319.743
58                      325                  311.191
59                  315.396                      310
60                  310.348                   306.91
61                  308.354                  303.486
62                  304.856                  298.918
63                  301.506                  296.443
64                  297.582                  290.845
65                  293.892                  285.904
66                  288.064                  281.445
67                  283.782                   280.36
68                   280.78                  273.825
69                  276.552                  268.085
70                  270.182                  263.271
71                  264.956                  256.841
72                  259.296                  251.072
73                  253.433                  246.581
74                   248.12                  244.343
75                  245.514                  242.728
76                  244.006                  241.255
77                  242.547                  238.778
78                  240.145                  236.622
79                  237.691                  227.512
80                  232.218                   211.81
81                  219.312                  207.603
82                  209.555                  204.262
83                  205.655                  201.192
84                  202.956                  197.706
85                  199.866                  196.052
86                  196.828                  190.175
87                  195.085                  186.728
88                  190.103                  185.808
89                  186.321                  182.361
90                  183.603                   180.84
91                  181.582                  177.566
92                  178.942                  173.973
93                  175.335                  170.986
94                  172.526                  168.382
95                  169.415                  165.332
96                  166.529                  162.983
97                  163.818                   162.73
98                  162.882                  160.002
99                  161.588                   158.65
100                  159.353                   156.08
101                  157.271                   153.89
102                  154.786                  152.182
103                  152.913                  150.793
104                  151.237                   148.95
105                   149.45                  147.648
106                  147.953                  145.354
107                  146.567                  145.112
108                  145.227                  143.807
109                  144.304                  140.824
110                  143.036                  139.111
111                  141.458                  137.299
112                  138.326                  137.299
113                  137.294                  136.513
114                  136.871                  135.674
115                  136.015                  133.529
116                  134.718                  133.529
117                  133.528                  133.082
118                  133.326                  133.082
119                   133.08                  132.404
120                  132.829                  132.404
121                  132.404                  131.964
122                  132.204                  131.964
123                  131.957                  128.944
124                   130.63                   128.09
125                  128.505                  127.204
126                  127.617                  127.204
127                  127.204                  127.204
128                  127.204                  127.204
129                  127.201                   126.14
130                  126.655                  125.793
131                  125.951                  125.793
132                  125.793                  125.793
133                  125.787                   123.61
134                  125.035                  121.446
135                  122.421                  120.875
136                  121.194                  119.379
137                  120.358                  119.379
138                  119.379                  119.272
139                  119.334                  119.272
140                  119.272                  119.173
141                   119.23                  119.173
142                  119.172                   118.87
143                  119.029                  118.631
144                   118.77                  116.813
145                  118.253                  116.813
146                  117.051                  116.813
147                  116.811                  116.271
148                  116.549                  115.466
149                  115.842                  114.853
150                  115.236                  114.389
151                  114.733                  113.646
152                  114.083                  112.727
153                  113.319                  112.692
154                  112.711                  112.435
155                  112.582                  112.435
156                  112.435                  112.435
157                  112.435                  112.435
158                  112.435                  112.246
159                  112.343                  112.246
160                  112.244                  111.452
161                  111.923                  110.906
162                  111.205                  110.038
163                  110.351                  109.753
164                  109.903                  108.457
165                  109.048                  108.383
