# generation:     mean_loss:           best_loss:
1                   2526.3                  2176.88
2                  2311.39                  2048.76
3                  2100.26                  1884.01
4                  1938.37                  1780.51
5                  1822.96                  1678.37
6                  1722.38                  1599.76
7                  1624.64                  1519.23
8                  1536.99                  1436.11
9                  1460.57                  1390.15
10                  1403.89                  1312.99
11                  1336.31                  1259.29
12                  1280.39                  1192.44
13                  1217.11                  1111.42
14                  1149.34                  1085.05
15                  1094.95                  1032.27
16                  1054.36                  974.315
17                   999.86                   931.83
18                  950.584                  896.431
19                   911.45                  853.332
20                  870.331                  830.027
21                  844.787                  807.744
22                  819.754                  772.119
23                  789.448                  740.749
24                  755.628                  723.514
25                  732.243                  712.413
26                  719.309                  700.248
27                  707.241                  685.921
28                  692.292                  665.752
29                   674.88                  649.832
30                  657.088                  628.093
31                  639.375                  612.505
32                  620.451                  593.411
33                   603.04                  563.037
34                  578.782                  542.383
35                  551.894                  531.077
36                  534.702                  521.167
37                  525.627                  514.807
38                  517.729                  497.939
39                  509.021                  478.388
40                  490.791                  467.145
41                  476.836                  457.756
42                  465.304                  435.597
43                  447.932                  424.754
44                  432.841                  408.766
45                  417.674                  400.134
46                  405.133                  393.228
47                  396.459                  360.759
48                  380.149                  352.975
49                  356.533                   346.95
50                  349.362                  341.775
51                  344.127                  339.238
52                  340.384                  335.277
53                  336.901                  327.327
54                  331.624                  317.224
55                  323.489                  311.209
56                  315.861                  303.799
57                  306.808                  302.228
58                  302.981                   290.41
59                  299.366                  288.719
60                  291.372                  286.422
61                  287.734                  282.498
62                  284.693                  276.854
63                  280.012                  272.816
64                   274.84                  266.053
65                  269.747                  259.721
66                  262.878                  247.829
67                  254.189                  243.791
68                  245.084                  240.283
69                  242.116                  237.812
70                  238.921                  234.356
71                  236.296                  232.084
72                  233.396                  229.613
73                  230.682                  219.123
74                  224.216                  214.896
75                  216.735                  212.615
76                  213.774                    210.9
77                   211.41                  207.783
78                  208.301                  200.643
79                  206.296                  197.795
80                   202.63                  194.752
81                  196.747                  192.948
82                  193.904                  191.993
83                  192.337                  187.943
84                  190.083                   187.43
85                  187.727                  183.753
86                  184.965                  181.941
87                   183.16                  181.359
88                  181.774                  176.978
89                  179.521                  174.873
90                  175.803                   173.29
91                   174.21                  170.157
92                  171.624                  167.512
93                  168.754                  166.638
94                  167.059                  165.412
95                  166.109                  164.374
96                  164.899                  161.142
97                  163.072                  161.142
98                   161.13                  158.215
99                  159.845                   153.67
100                  155.941                  152.336
101                   153.09                  151.864
102                   152.13                  150.925
103                  151.395                  150.607
104                  150.742                  146.093
105                  148.336                  144.975
106                  145.559                   143.84
107                  144.422                  142.969
108                  143.389                  141.936
109                   142.45                  141.561
110                  141.717                   140.14
111                  141.169                  139.462
112                   140.06                  138.441
113                   138.99                  138.441
114                  138.437                  137.589
115                  138.005                  137.049
116                  137.324                  135.574
117                  136.289                  134.141
118                  134.733                  132.666
119                  132.749                  132.329
120                  132.503                  130.208
121                  131.531                  130.208
122                  130.205                  129.658
123                  129.942                  128.601
124                  129.159                  127.077
125                  127.953                  126.391
126                  126.746                   122.13
127                  124.307                   122.13
128                   122.13                   122.13
129                   122.12                  118.979
130                  120.641                  117.929
131                  118.404                  116.858
132                  117.431                  116.402
133                  116.567                  116.392
134                  116.394                  115.172
135                  115.872                  115.172
136                  115.171                  114.715
137                  114.964                  114.232
138                  114.506                  113.536
139                  114.038                  113.088
140                  113.479                  113.088
141                  113.088                  112.952
142                   113.02                  112.825
143                  112.881                  112.103
144                  112.455                  111.253
145                  111.685                  109.907
146                   110.85                  109.907
147                  109.907                  109.907
148                  109.907                  109.907
149                  109.907                   109.75
150                  109.837                  108.007
151                   109.12                  107.794
152                  108.185                  107.388
153                  107.838                  107.227
154                  107.526                  104.121
155                  106.423                  104.121
156                  104.121                  104.121
157                  104.121                  103.921
158                   104.03                  103.907
159                  103.912                  103.907
160                  103.906                  103.374
161                   103.69                  103.374
162                  103.372                  103.007
163                  103.173                  102.678
164                  102.805                  102.678
165                  102.678                  102.678
166                  102.675                  101.611
167                  102.185                  101.282
168                  101.298                  101.176
169                  101.234                  101.176
170                  101.174                  100.531
171                  100.856                  100.425
172                   100.45                  99.3589
173                  100.028                  98.2292
174                  98.8357                  98.2292
175                  98.2292                  98.2292
176                  98.2292                  98.2292
177                  98.2287                   97.947
178                   98.105                   97.947
179                   97.947                   97.947
180                  97.9462                  97.5345
181                  97.7745                  97.2248
182                  97.4924                  96.8123
183                  97.0777                  96.2864
184                  96.5741                     96.2
185                  96.2388                  95.7422
186                  96.0056                   94.999
187                  95.3715                  94.4549
188                  94.5849                  94.3685
189                  94.3941                  94.3685
190                  94.3685                  94.3685
191                  94.3685                  94.3685
192                  94.3677                  93.9465
193                  94.1848                  93.7907
194                  93.8826                  93.7907
195                  93.7907                  93.7907
196                  93.7907                  93.7907
197                  93.7907                  93.7907
198                  93.7907                  93.7907
199                  93.7905                  93.6812
200                  93.7403                  93.6812
201                  93.6806                  93.3856
202                  93.5406                  92.8974
203                  93.0873                  92.4923
204                  92.6127                  92.4923
205                   92.492                  92.3534
206                   92.429                  92.3534
207                  92.3534                  92.3534
208                  92.3513                  91.2847
209                  91.9068                  91.2847
210                   91.284                  90.9048
211                  91.1031                  90.9048
212                  90.9048                  90.9048
213                  90.9048                  90.9048
214                  90.9042                  90.7145
215                   90.818                  90.3891
216                  90.5685                  90.3091
217                  90.3449                  90.0463
218                   90.184                  90.0463
219                  90.0452                  89.5161
220                  89.8206                  89.4804
221                  89.5204                  89.4804
222                  89.4804                  89.4804
223                  89.4804                  89.4804
224                  89.4804                  89.4804
225                  89.4793                  88.9243
226                  89.2123                  88.9243
227                  88.9243                  88.9243
228                  88.9243                  88.9243
229                  88.9243                  88.9243
230                  88.9219                  88.1495
231                  88.5584                   86.311
232                  87.2359                  85.5065
233                  85.8359                  83.8876
234                  84.4986                  83.5021
235                  83.5742                  83.4723
236                  83.4901                  83.4723
237                  83.4723                  83.4723
238                  83.4723                  83.4723
239                  83.4723                  83.4723
240                   83.472                  83.3456
241                  83.4138                  83.3456
242                  83.3456                  83.3456
243                  83.3456                  83.3456
244                  83.3456                  83.3456
245                  83.3456                  83.3252
246                  83.3367                  83.2743
247                  83.3093                   81.622
248                  83.2006                   81.622
249                   81.622                  81.5996
250                  81.6126                  81.5996
251                  81.5996                  81.5996
252                  81.5982                  80.8825
253                  81.3049                  79.8802
254                  80.3133                  79.8802
255                  79.8802                  79.8802
256                  79.8802                  79.8802
257                  79.8802                  79.8802
258                  79.8782                  78.8778
259                  79.4058                  78.8778
260                  78.8778                  78.8778
261                  78.8778                  78.8778
262                  78.8778                  78.8778
263                  78.8778                  78.8778
264                  78.8778                  78.8778
265                  78.8778                  78.8778
266                  78.8778                  78.8778
267                  78.8768                  78.3942
268                  78.7483                  76.3877
269                  77.6692                  75.0827
270                  76.0051                   74.949
271                  75.0219                   74.949
272                   74.949                   74.949
273                   74.949                   74.949
274                   74.949                   74.949
275                  74.9489                  74.9078
276                  74.9301                  74.9078
277                  74.9078                  74.9078
278                  74.9078                  74.9078
279                  74.9074                   74.711
280                   74.811                   74.711
281                   74.711                  74.7044
282                  74.7085                  74.5242
283                  74.6371                  74.5242
284                  74.5242                  74.5242
285                  74.5242                  74.5242
286                  74.5242                  74.5242
287                  74.5242                  74.5242
288                  74.5241                  74.4529
289                  74.4928                  74.4529
290                  74.4529                  74.4529
291                  74.4529                  74.4529
292                  74.4529                  74.4529
293                  74.4515                  73.7191
294                  74.1198                  73.7191
295                  73.7191                  73.7191
296                  73.7188                  73.5967
297                  73.6667                  73.5967
298                  73.5967                  73.5967
299                  73.5967                  73.5967
300                  73.5967                  73.5967
301                  73.5967                  73.5967
302                  73.5967                  73.5967
303                  73.5967                  73.5967
304                  73.5967                  73.5967
305                  73.5967                  73.5967
306                  73.5967                  73.5967
307                  73.5967                  73.5967
308                  73.5967                  73.5967
309                  73.5967                  73.5967
310                  73.5953                  73.0925
311                  73.3701                  72.9343
312                  73.0118                  72.9343
313                  72.9343                  72.9343
314                  72.9343                  72.9343
315                  72.9343                  72.9343
316                  72.9343                  72.9343
317                  72.9343                  72.9343
318                  72.9343                  72.9343
319                  72.9343                  72.9343
320                  72.9343                  72.9343
321                  72.9343                  72.9343
322                  72.9343                  72.9343
323                  72.9343                  72.9343
324                  72.9343                  72.9343
325                  72.9343                  72.9343
326                  72.9343                  72.9343
327                  72.9343                  72.9343
328                  72.9343                  72.9343
329                  72.9343                  72.9343
330                  72.9343                  72.9343
331                  72.9343                  72.9343
332                  72.9343                  72.9343
333                  72.9343                  72.9343
334                  72.9343                   72.912
335                  72.9254                   72.912
336                   72.912                   72.912
337                   72.912                   72.912
338                   72.912                   72.912
339                   72.912                   72.912
340                   72.912                   72.912
341                   72.912                   72.912
342                   72.912                   72.912
343                   72.912                   72.912
344                  72.9113                   72.559
345                  72.7376                   72.559
346                   72.559                   72.559
347                   72.559                   72.559
348                   72.559                   72.559
349                   72.559                   72.559
350                   72.559                   72.559
351                   72.559                   72.559
352                   72.559                   72.559
353                   72.559                   72.559
354                   72.559                   72.559
355                   72.559                   72.559
356                   72.559                   72.559
357                   72.559                   72.559
358                   72.559                   72.559
359                   72.559                   72.559
360                   72.559                   72.559
361                   72.559                   72.559
362                   72.559                   72.559
363                   72.559                   72.559
364                  72.5588                  72.4252
365                  72.5023                  72.4252
366                  72.4252                  72.4252
367                  72.4252                  72.4252
368                  72.4252                  72.4252
369                  72.4252                  72.4252
370                  72.4252                  72.4252
371                  72.4252                  72.4252
372                  72.4252                  72.4252
373                  72.4252                  72.4252
374                  72.4252                  72.4252
375                  72.4252                  72.4252
376                  72.4252                  72.4252
377                  72.4252                  72.4252
378                  72.4252                  72.4252
379                  72.4252                  72.4252
380                  72.4252                  72.4252
381                  72.4252                  72.4252
382                  72.4252                  72.4252
383                  72.4252                  72.4252
384                  72.4252                  72.4252
385                  72.4252                  72.4252
386                  72.4252                  72.4252
387                  72.4252                  72.4252
388                  72.4252                  72.4252
389                  72.4252                  72.4252
390                  72.4252                  72.4252
391                  72.4252                  72.4252
392                  72.4252                  72.4252
393                  72.4252                  72.4252
394                  72.4252                  72.4252
395                  72.4252                  72.4252
396                  72.4247                  72.1445
397                     72.3                  72.1445
398                  72.1445                  72.1445
399                  72.1445                  72.1445
400                  72.1445                  72.1445
401                  72.1445                  72.1445
402                  72.1445                  72.1445
403                  72.1445                  72.1445
404                  72.1445                  72.1445
405                  72.1445                  72.1445
406                  72.1445                  72.1445
407                  72.1445                  72.1445
408                  72.1445                  72.1445
409                  72.1445                  72.1445
410                  72.1445                  72.1445
411                  72.1445                  72.1445
412                  72.1445                  72.1445
413                  72.1445                  72.1445
414                  72.1445                  72.1445
415                  72.1445                  72.1445
416                  72.1445                  72.1445
417                  72.1445                  72.1445
418                  72.1445                  72.1445
419                  72.1445                  72.1445
420                  72.1445                  72.1445
421                  72.1445                  72.1445
422                  72.1445                  72.1445
423                  72.1445                  72.1445
424                  72.1445                  72.1445
425                  72.1445                  72.1445
426                  72.1445                  72.1445
427                  72.1445                  72.1445
428                  72.1445                  72.1445
429                  72.1445                  72.1445
430                  72.1445                  72.1445
431                  72.1445                  72.1445
432                  72.1445                  72.1445
433                  72.1445                  72.1445
434                  72.1445                  72.1445
435                  72.1445                  72.1445
436                  72.1445                  72.1445
437                  72.1445                  72.1445
438                  72.1445                  72.1445
439                  72.1445                  72.1445
440                  72.1445                  72.1445
441                  72.1445                  72.1445
442                  72.1445                  72.1445
443                  72.1445                  72.1445
444                  72.1445                  72.1445
445                  72.1445                  72.1445
446                  72.1445                  72.1445
447                  72.1445                  72.1445
448                  72.1445                  72.1445
449                  72.1445                  72.1445
450                  72.1445                  72.1445
451                  72.1445                  72.1445
452                  72.1445                  72.1445
453                  72.1445                  72.1445
454                  72.1445                  72.1445
455                  72.1445                  72.1445
456                  72.1445                  72.1445
457                  72.1445                  72.1445
458                  72.1445                  72.1445
459                  72.1445                  72.1445
460                  72.1445                  72.1445
461                  72.1445                  72.1445
462                  72.1445                  72.1445
463                  72.1445                  72.1445
464                  72.1445                  72.1445
465                  72.1445                  72.1445
466                  72.1445                  72.1445
467                  72.1445                  72.1445
468                  72.1445                  72.1445
469                  72.1445                  72.1445
470                  72.1445                  72.1445
471                  72.1445                  72.1445
472                  72.1445                  72.1445
473                  72.1445                  72.1445
474                  72.1445                  72.1445
475                  72.1445                  72.1445
476                  72.1445                  72.1445
477                  72.1445                  72.1445
478                  72.1445                  72.1445
479                  72.1445                  72.1445
480                  72.1445                  72.1445
481                  72.1445                  72.1445
482                  72.1445                  72.1445
483                  72.1445                  72.1445
484                  72.1445                  72.1445
485                  72.1445                  72.1445
486                  72.1445                  72.1445
487                  72.1445                  72.1445
488                  72.1445                  72.1445
489                  72.1445                  72.1445
490                  72.1445                  72.1445
491                  72.1445                  72.1445
492                  72.1445                  72.1445
493                  72.1445                  72.1445
494                  72.1445                  72.1445
495                  72.1445                  72.1445
496                  72.1445                  72.1445
497                  72.1445                  72.1445
498                  72.1445                  72.1445
499                  72.1445                  72.1445
500                  72.1445                  72.1445
501                  72.1445                  72.1445
502                  72.1445                  72.1445
503                  72.1445                  72.1445
504                  72.1445                  72.1445
505                  72.1445                  72.1445
506                  72.1445                  72.1445
507                  72.1445                  72.1445
508                  72.1445                  72.1445
509                  72.1445                  72.1445
510                  72.1445                  72.1445
511                  72.1445                  72.1445
512                  72.1445                  72.1445
513                  72.1445                  72.1445
514                  72.1445                  72.1445
515                  72.1445                  72.1445
516                  72.1445                  72.1445
517                  72.1445                  72.1445
518                  72.1445                  72.1445
519                  72.1445                  72.1445
520                  72.1445                  72.1445
521                  72.1445                  72.1445
522                  72.1445                  72.1445
523                  72.1445                  72.1445
524                  72.1445                  72.1445
525                  72.1445                  72.1445
526                  72.1445                  72.1445
527                  72.1445                  72.1445
528                  72.1445                  72.1445
529                  72.1445                  72.1445
530                  72.1445                  72.1445
531                  72.1445                  72.1445
532                  72.1445                  72.1445
533                  72.1445                  72.1445
534                  72.1445                  72.1445
535                  72.1445                  72.1445
536                  72.1445                  72.1445
537                  72.1445                  72.1445
538                  72.1445                  72.1445
539                  72.1445                  72.1445
540                  72.1445                  72.1445
541                  72.1445                  72.1445
542                  72.1445                  72.1445
543                  72.1445                  72.1445
544                  72.1445                  72.1445
545                  72.1445                  72.1445
546                  72.1445                  72.1445
547                  72.1445                  72.1445
548                  72.1445                  72.1445
549                  72.1445                  72.1445
550                  72.1445                  72.1445
551                  72.1445                  72.1445
552                  72.1445                  72.1445
553                  72.1445                  72.1445
554                  72.1445                  72.1445
555                  72.1445                  72.1445
556                  72.1445                  72.1445
557                  72.1445                  72.1445
558                  72.1445                  72.1445
559                  72.1445                  72.1445
560                  72.1445                  72.1445
561                  72.1445                  72.1445
562                  72.1445                  72.1445
563                  72.1445                  72.1445
564                  72.1445                  72.1445
565                  72.1445                  72.1445
566                  72.1444                  72.0964
567                  72.1252                  72.0964
568                  72.0964                  72.0964
569                  72.0964                  72.0964
570                  72.0964                  72.0964
571                  72.0964                  72.0964
572                  72.0964                  72.0964
573                  72.0964                  72.0964
574                  72.0964                  72.0964
575                  72.0964                  72.0964
576                  72.0964                  72.0964
577                  72.0964                  72.0964
578                  72.0964                  72.0964
579                  72.0964                  72.0964
580                  72.0964                  72.0964
581                  72.0964                  72.0964
582                  72.0964                  72.0964
583                  72.0964                  72.0964
584                  72.0964                  72.0964
585                  72.0964                  72.0964
586                  72.0964                  72.0964
587                  72.0964                  72.0964
588                  72.0964                  72.0964
589                  72.0964                  72.0964
590                  72.0964                  72.0964
591                  72.0964                  72.0964
592                  72.0964                  72.0964
593                  72.0957                  71.7769
594                  71.9488                  71.7769
595                  71.7769                  71.7769
596                  71.7769                  71.7769
597                  71.7769                  71.7769
598                  71.7769                  71.7769
599                  71.7769                  71.7769
600                  71.7769                  71.7769
601                  71.7769                  71.7769
602                  71.7769                  71.7769
603                  71.7769                  71.7769
604                  71.7769                  71.7769
605                  71.7769                  71.7769
606                  71.7769                  71.7769
607                  71.7769                  71.7769
608                  71.7769                  71.7769
609                  71.7769                  71.7769
610                  71.7769                  71.7769
611                  71.7769                  71.7769
612                  71.7769                  71.7769
613                  71.7769                  71.7769
614                  71.7769                  71.7769
615                  71.7769                  71.7769
616                  71.7769                  71.7769
617                  71.7769                  71.7769
618                  71.7769                  71.7769
619                  71.7769                  71.7769
620                  71.7769                  71.7769
621                  71.7769                  71.7769
622                  71.7769                  71.7769
623                  71.7769                  71.7769
624                  71.7769                  71.7769
625                  71.7769                  71.7769
626                  71.7769                  71.7769
627                  71.7769                  71.7769
628                  71.7769                  71.7769
629                  71.7769                  71.7769
630                  71.7769                  71.7769
631                  71.7769                  71.7769
632                  71.7769                  71.7769
633                  71.7769                  71.7769
634                  71.7769                  71.7769
635                  71.7769                  71.7769
636                  71.7769                  71.7769
637                  71.7769                  71.7769
638                  71.7769                  71.7769
639                  71.7769                  71.7769
640                  71.7769                  71.7769
641                  71.7769                  71.7769
642                  71.7769                  71.7769
643                  71.7769                  71.7769
644                  71.7769                  71.7769
645                  71.7769                  71.7769
646                  71.7769                  71.7769
647                  71.7769                  71.7769
648                  71.7769                  71.7769
649                  71.7769                  71.7769
650                  71.7769                  71.7769
651                  71.7769                  71.7769
652                  71.7769                  71.7769
653                  71.7769                  71.7769
654                  71.7769                  71.7769
655                  71.7769                  71.7769
656                  71.7769                  71.7769
657                  71.7769                  71.7769
658                  71.7769                  71.7769
659                  71.7769                  71.7769
660                  71.7769                  71.7769
661                  71.7769                  71.7769
662                  71.7769                  71.7769
663                  71.7769                  71.7769
664                  71.7769                  71.7769
665                  71.7769                  71.7769
666                  71.7769                  71.7769
667                  71.7769                  71.7769
668                  71.7769                  71.7769
669                  71.7769                  71.7769
670                  71.7769                  71.7769
671                  71.7769                  71.7769
672                  71.7769                  71.7769
673                  71.7769                  71.7769
674                  71.7769                  71.7769
675                  71.7769                  71.7769
676                  71.7769                  71.7769
677                  71.7769                  71.7769
678                  71.7769                  71.7769
679                  71.7769                  71.7769
680                  71.7769                  71.7769
681                  71.7769                  71.7769
682                  71.7769                  71.7769
683                  71.7769                  71.7769
684                  71.7769                  71.7769
685                  71.7769                  71.7769
686                  71.7769                  71.7769
687                  71.7769                  71.7769
688                  71.7769                  71.7769
689                  71.7769                  71.7769
690                  71.7769                  71.7769
691                  71.7769                  71.7769
692                  71.7769                  71.7769
693                  71.7769                  71.7769
694                  71.7769                  71.7769
695                  71.7769                  71.7769
696                  71.7769                  71.7769
697                  71.7769                  71.7769
698                  71.7769                  71.7769
699                  71.7769                  71.7769
700                  71.7769                  71.7769
701                  71.7769                  71.7769
702                  71.7769                  71.7769
703                  71.7769                  71.7769
704                  71.7769                  71.7769
705                  71.7769                  71.7769
706                  71.7769                  71.7769
707                  71.7769                  71.7769
708                  71.7769                  71.7769
709                  71.7769                  71.7769
710                  71.7769                  71.7769
711                  71.7769                  71.7769
712                  71.7769                  71.7769
713                  71.7769                  71.7769
714                  71.7769                  71.7769
715                  71.7769                  71.7769
716                  71.7769                  71.7769
717                  71.7769                  71.7769
718                  71.7769                  71.7769
719                  71.7769                  71.7769
720                  71.7769                  71.7769
721                  71.7769                  71.7769
722                  71.7769                  71.7769
723                  71.7769                  71.7769
724                  71.7769                  71.7769
725                  71.7769                  71.7769
726                  71.7769                  71.7769
727                  71.7769                  71.7769
728                  71.7769                  71.7769
729                  71.7769                  71.7769
730                  71.7769                  71.7769
731                  71.7769                  71.7769
732                  71.7769                  71.7769
733                  71.7769                  71.7769
734                  71.7769                  71.7769
735                  71.7769                  71.7769
736                  71.7769                  71.7769
737                  71.7769                  71.7769
738                  71.7769                  71.7769
739                  71.7769                  71.7769
740                  71.7769                  71.7769
741                  71.7769                  71.7769
742                  71.7769                  71.7769
743                  71.7769                  71.7769
744                  71.7769                  71.7769
745                  71.7769                  71.7769
746                  71.7769                  71.7769
747                  71.7769                  71.7769
748                  71.7769                  71.7769
749                  71.7769                  71.7769
750                  71.7769                  71.7769
751                  71.7769                  71.7769
752                  71.7769                  71.7769
753                  71.7769                  71.7769
754                  71.7769                  71.7769
755                  71.7769                  71.7769
756                  71.7769                  71.7769
757                  71.7769                  71.7769
758                  71.7769                  71.7769
759                  71.7769                  71.7769
760                  71.7769                  71.7769
761                  71.7769                  71.7769
762                  71.7769                  71.7769
763                  71.7769                  71.7769
764                  71.7769                  71.7769
765                  71.7769                  71.7769
766                  71.7769                  71.7769
767                  71.7769                  71.7769
768                  71.7769                  71.7769
769                  71.7769                  71.7769
770                  71.7769                  71.7769
771                  71.7769                  71.7769
772                  71.7769                  71.7769
773                  71.7769                  71.7769
774                  71.7769                  71.7769
775                  71.7769                  71.7769
776                  71.7769                  71.7769
777                  71.7769                  71.7769
778                  71.7769                  71.7769
779                  71.7769                  71.7769
780                  71.7769                  71.7769
781                  71.7769                  71.7769
782                  71.7769                  71.7769
783                  71.7769                  71.7769
784                  71.7769                  71.7769
785                  71.7769                  71.7769
786                  71.7769                  71.7769
787                  71.7769                  71.7769
788                  71.7769                  71.7769
789                  71.7769                  71.7769
790                  71.7769                  71.7769
791                  71.7769                  71.7769
792                  71.7769                  71.7769
793                  71.7769                  71.7769
794                  71.7769                  71.7769
795                  71.7769                  71.7769
796                  71.7769                  71.7769
797                  71.7769                  71.7769
798                  71.7769                  71.7769
799                  71.7769                  71.7769
800                  71.7769                  71.7769
801                  71.7769                  71.7769
802                  71.7769                  71.7769
803                  71.7769                  71.7769
804                  71.7769                  71.7769
805                  71.7769                  71.7769
806                  71.7769                  71.7769
807                  71.7769                  71.7769
808                  71.7769                  71.7769
809                  71.7769                  71.7769
810                  71.7769                  71.7769
811                  71.7769                  71.7769
812                  71.7769                  71.7769
813                  71.7769                  71.7769
814                  71.7769                  71.7769
815                  71.7769                  71.7769
816                  71.7769                  71.7769
817                  71.7769                  71.7769
818                  71.7769                  71.7769
819                  71.7769                  71.7769
820                  71.7769                  71.7769
821                  71.7769                  71.7769
822                  71.7769                  71.7769
823                  71.7769                  71.7769
824                  71.7769                  71.7769
825                  71.7769                  71.7769
826                  71.7769                  71.7769
827                  71.7769                  71.7769
828                  71.7769                  71.7769
829                  71.7769                  71.7769
830                  71.7769                  71.7769
831                  71.7769                  71.7769
832                  71.7769                  71.7769
833                  71.7769                  71.7769
834                  71.7769                  71.7769
835                  71.7769                  71.7769
836                  71.7769                  71.7769
837                  71.7769                  71.7769
838                  71.7769                  71.7769
839                  71.7769                  71.7769
840                  71.7769                  71.7769
841                  71.7769                  71.7769
842                  71.7769                  71.7769
843                  71.7769                  71.7769
844                  71.7769                  71.7769
845                  71.7769                  71.7769
846                  71.7769                  71.7769
847                  71.7769                  71.7769
848                  71.7769                  71.7769
849                  71.7769                  71.7769
850                  71.7769                  71.7769
851                  71.7769                  71.7769
852                  71.7769                  71.7769
853                  71.7769                  71.7769
854                  71.7769                  71.7769
855                  71.7769                  71.7769
856                  71.7769                  71.7769
857                  71.7769                  71.7769
858                  71.7769                  71.7769
859                  71.7769                  71.7769
860                  71.7769                  71.7769
861                  71.7769                  71.7769
862                  71.7769                  71.7769
863                  71.7769                  71.7769
864                  71.7769                  71.7769
865                  71.7769                  71.7769
866                  71.7769                  71.7769
867                  71.7769                  71.7769
868                  71.7769                  71.7769
869                  71.7769                  71.7769
870                  71.7769                  71.7769
871                  71.7769                  71.7769
872                  71.7769                  71.7769
873                  71.7769                  71.7769
874                  71.7769                  71.7769
875                  71.7769                  71.7769
876                  71.7769                  71.7769
877                  71.7769                  71.7769
878                  71.7769                  71.7769
879                  71.7769                  71.7769
880                  71.7769                  71.7769
881                  71.7769                  71.7769
882                  71.7769                  71.7769
883                  71.7769                  71.7769
884                  71.7769                  71.7769
885                  71.7769                  71.7769
886                  71.7769                  71.7769
887                  71.7769                  71.7769
888                  71.7769                  71.7769
889                  71.7769                  71.7769
890                  71.7769                  71.7769
891                  71.7769                  71.7769
892                  71.7769                  71.7769
893                  71.7769                  71.7769
894                  71.7769                  71.7769
895                  71.7769                  71.7769
896                  71.7769                  71.7769
897                  71.7769                  71.7769
898                  71.7769                  71.7769
899                  71.7769                  71.7769
900                  71.7769                  71.7769
901                  71.7769                  71.7769
902                  71.7769                  71.7769
903                  71.7769                  71.7769
904                  71.7769                  71.7769
905                  71.7769                  71.7769
906                  71.7769                  71.7769
907                  71.7769                  71.7769
908                  71.7769                  71.7769
909                  71.7769                  71.7769
910                  71.7769                  71.7769
911                  71.7769                  71.7769
912                  71.7769                  71.7769
913                  71.7769                  71.7769
914                  71.7769                  71.7769
915                  71.7769                  71.7769
916                  71.7769                  71.7769
917                  71.7769                  71.7769
918                  71.7769                  71.7769
919                  71.7769                  71.7769
920                  71.7769                  71.7769
921                  71.7769                  71.7769
922                  71.7769                  71.7769
923                  71.7769                  71.7769
924                  71.7769                  71.7769
925                  71.7769                  71.7769
926                  71.7769                  71.7769
927                  71.7769                  71.7769
928                  71.7769                  71.7769
929                  71.7769                  71.7769
930                  71.7769                  71.7769
931                  71.7769                  71.7769
932                  71.7769                  71.7769
933                  71.7769                  71.7769
934                  71.7769                  71.7769
935                  71.7769                  71.7769
936                  71.7769                  71.7769
937                  71.7769                  71.7769
938                  71.7769                  71.7769
939                  71.7769                  71.7769
940                  71.7769                  71.7769
941                  71.7769                  71.7769
942                  71.7769                  71.7769
943                  71.7769                  71.7769
944                  71.7769                  71.7769
945                  71.7769                  71.7769
946                  71.7769                  71.7769
947                  71.7769                  71.7769
948                  71.7769                  71.7769
949                  71.7769                  71.7769
950                  71.7769                  71.7769
951                  71.7769                  71.7769
952                  71.7769                  71.7769
953                  71.7769                  71.7769
954                  71.7769                  71.7769
955                  71.7769                  71.7769
956                  71.7769                  71.7769
957                  71.7769                  71.7769
958                  71.7769                  71.7769
959                  71.7769                  71.7769
960                  71.7769                  71.7769
961                  71.7769                  71.7769
962                  71.7769                  71.7769
963                  71.7769                  71.7769
964                  71.7769                  71.7769
965                  71.7769                  71.7769
966                  71.7769                  71.7769
967                  71.7769                  71.7769
968                  71.7769                  71.7769
