indici: 306  45
indici: 0  81
indici: 14  3
indici: 0  0
indici: 178  0
indici: 0  0
indici: 103  11
indici: 0  0
indici: 0  0
indici: 0  4
indici: 0  0
indici: 567  0
indici: 147  109
indici: 0  48
indici: 0  0
indici: 157  1
indici: 965  0
indici: 1  130
indici: 2  1
indici: 642  405
indici: 0  0
indici: 144  26
indici: 868  116
indici: 200  156
indici: 17  25
indici: 14  6
indici: 865  0
indici: 1  602
indici: 0  0
indici: 8  23
indici: 48  8
indici: 349  45
indici: 769  0
indici: 471  322
indici: 0  3
indici: 0  0
indici: 3  134
indici: 257  1
indici: 43  68
indici: 0  2
indici: 89  14
indici: 60  19
indici: 338  0
indici: 0  29
indici: 86  0
indici: 264  363
indici: 63  94
indici: 0  819
indici: 445  147
indici: 291  6
indici: 314  4
indici: 407  348
indici: 82  73
indici: 220  17
indici: 136  0
indici: 20  1
indici: 0  956
indici: 593  284
indici: 1  6
indici: 0  276
indici: 183  237
indici: 329  236
indici: 0  0
indici: 0  13
indici: 27  8
indici: 28  0
indici: 0  0
indici: 368  136
indici: 108  0
indici: 808  109
indici: 1  0
indici: 0  0
indici: 29  0
indici: 50  183
indici: 27  0
indici: 239  0
indici: 759  70
indici: 53  152
indici: 230  130
indici: 109  85
indici: 20  0
indici: 57  849
indici: 131  99
indici: 0  14
indici: 28  0
indici: 59  2
indici: 26  248
indici: 9  45
indici: 2  763
indici: 705  0
indici: 593  61
indici: 5  145
indici: 177  535
indici: 0  1
indici: 373  808
indici: 2  133
indici: 41  965
indici: 4  12
indici: 0  69
indici: 18  8
indici: 757  4
indici: 9  5
indici: 1  3
indici: 33  184
indici: 1  265
indici: 0  38
indici: 570  346
indici: 0  0
indici: 6  476
indici: 3  831
indici: 0  1
indici: 1  364
indici: 6  0
indici: 7  0
indici: 0  264
indici: 0  219
indici: 0  166
indici: 636  0
indici: 25  19
indici: 22  110
indici: 0  7
indici: 2  90
indici: 0  819
indici: 0  405
indici: 2  0
indici: 243  97
indici: 876  5
indici: 5  160
indici: 952  1
indici: 665  0
indici: 989  589
indici: 2  118
indici: 2  2
indici: 0  10
indici: 421  1
indici: 52  4
indici: 0  0
indici: 0  478
indici: 0  24
indici: 0  24
indici: 83  15
indici: 298  119
indici: 98  455
indici: 114  284
indici: 71  174
indici: 632  32
indici: 484  3
indici: 9  101
indici: 10  93
indici: 84  1
indici: 0  23
indici: 15  4
indici: 0  468
indici: 0  9
indici: 0  627
indici: 6  749
indici: 136  0
indici: 2  36
indici: 597  0
indici: 0  0
indici: 95  879
indici: 185  966
indici: 0  513
indici: 0  0
indici: 213  0
indici: 676  3
indici: 22  10
indici: 19  20
indici: 650  103
indici: 13  8
indici: 535  194
indici: 101  8
indici: 85  136
indici: 63  363
indici: 20  0
indici: 0  0
indici: 599  0
indici: 273  0
indici: 0  231
indici: 1  0
indici: 0  648
indici: 173  41
indici: 129  7
