indici: 158  242
indici: 174  68
indici: 58  22
indici: 0  1
indici: 208  0
indici: 66  22
indici: 0  0
indici: 949  116
indici: 23  7
indici: 0  226
indici: 44  4
indici: 467  0
indici: 456  575
indici: 315  407
indici: 0  39
indici: 157  9
indici: 6  0
indici: 14  424
indici: 0  4
indici: 324  117
indici: 0  35
indici: 0  0
indici: 2  797
indici: 574  0
indici: 0  103
indici: 0  67
indici: 8  0
indici: 371  126
indici: 471  157
indici: 22  190
indici: 0  332
indici: 0  41
indici: 0  203
indici: 304  996
indici: 37  8
indici: 149  55
indici: 16  0
indici: 0  456
indici: 845  151
indici: 6  0
indici: 313  17
indici: 0  0
indici: 134  48
indici: 1  1
indici: 186  0
indici: 0  20
indici: 0  0
indici: 598  0
indici: 52  616
indici: 268  38
indici: 285  973
indici: 25  2
indici: 0  544
indici: 804  390
indici: 0  18
indici: 791  4
indici: 335  19
indici: 14  0
indici: 905  5
indici: 0  0
indici: 3  529
indici: 9  7
indici: 375  13
indici: 0  171
indici: 0  134
indici: 0  2
indici: 36  91
indici: 742  560
indici: 13  34
indici: 0  13
indici: 0  27
indici: 806  8
indici: 934  325
indici: 127  38
indici: 0  1
indici: 11  173
indici: 13  0
indici: 254  0
indici: 0  259
indici: 0  81
indici: 15  756
indici: 13  7
indici: 1  0
indici: 0  152
indici: 6  5
indici: 9  62
indici: 265  172
indici: 0  7
indici: 445  14
indici: 724  0
indici: 623  390
indici: 169  0
indici: 267  830
indici: 196  7
indici: 331  0
indici: 0  923
indici: 11  1
indici: 75  0
indici: 273  8
indici: 3  108
indici: 352  59
indici: 0  1
indici: 272  0
indici: 13  0
indici: 226  0
indici: 967  1
indici: 604  8
indici: 952  690
indici: 102  8
indici: 262  0
indici: 778  87
indici: 4  98
indici: 0  0
indici: 919  640
indici: 0  0
indici: 84  0
indici: 0  27
indici: 0  185
indici: 253  378
indici: 395  0
indici: 0  0
indici: 808  9
indici: 865  2
indici: 125  143
indici: 20  31
indici: 55  0
indici: 12  2
indici: 440  23
indici: 49  1
indici: 663  0
indici: 129  3
indici: 0  0
indici: 75  730
indici: 0  97
indici: 367  0
indici: 977  891
indici: 147  839
indici: 10  60
indici: 9  0
indici: 824  206
indici: 5  3
indici: 170  74
indici: 0  0
indici: 242  0
indici: 970  464
indici: 214  0
indici: 0  799
indici: 461  13
indici: 9  0
indici: 2  8
indici: 764  1
indici: 438  109
indici: 617  0
indici: 976  4
indici: 0  44
indici: 3  24
indici: 0  0
indici: 548  4
indici: 0  6
indici: 37  6
indici: 0  113
indici: 6  3
indici: 0  782
indici: 0  16
indici: 334  0
indici: 87  10
indici: 0  0
indici: 0  0
indici: 16  783
indici: 15  22
indici: 0  0
indici: 479  0
indici: 0  0
indici: 134  3
indici: 3  0
indici: 8  78
indici: 39  590
indici: 711  1
indici: 0  7
indici: 0  158
indici: 9  0
indici: 90  0
indici: 0  0
indici: 140  22
indici: 565  0
indici: 144  37
indici: 25  0
indici: 81  41
indici: 33  11
indici: 80  459
indici: 20  0
indici: 82  449
indici: 0  0
indici: 0  2
indici: 45  672
indici: 19  0
indici: 735  636
indici: 7  0
indici: 60  29
indici: 116  199
indici: 8  438
indici: 247  209
indici: 438  0
indici: 10  0
indici: 0  6
indici: 661  340
indici: 678  5
indici: 0  922
indici: 447  64
indici: 60  709
indici: 89  491
indici: 25  108
indici: 31  17
indici: 0  0
indici: 997  160
indici: 23  409
indici: 454  52
indici: 265  0
indici: 48  1
indici: 542  426
indici: 0  108
indici: 0  15
indici: 0  4
indici: 211  429
indici: 0  932
indici: 0  0
indici: 0  797
indici: 649  14
indici: 0  697
indici: 496  4
indici: 29  545
indici: 0  116
indici: 100  625
indici: 11  115
indici: 0  539
indici: 0  49
indici: 14  9
indici: 0  518
indici: 5  428
indici: 29  1
indici: 0  421
indici: 560  982
indici: 910  0
indici: 322  86
indici: 0  207
indici: 0  81
indici: 3  0
indici: 2  0
indici: 25  34
indici: 178  1
indici: 147  12
indici: 4  0
indici: 0  104
indici: 172  108
indici: 2  271
indici: 6  924
indici: 70  4
indici: 0  27
indici: 5  2
indici: 1  0
indici: 1  4
indici: 1  310
indici: 47  957
indici: 345  29
indici: 133  0
indici: 247  112
indici: 2  29
indici: 0  871
indici: 3  48
indici: 0  530
indici: 38  11
indici: 467  105
indici: 5  1
indici: 154  3
indici: 286  4
indici: 8  14
indici: 14  0
indici: 0  0
indici: 466  321
indici: 487  53
indici: 3  12
indici: 2  0
indici: 0  196
indici: 329  754
indici: 1  445
indici: 0  723
indici: 40  0
indici: 0  51
indici: 11  464
indici: 23  5
indici: 24  19
indici: 0  481
indici: 0  0
indici: 62  305
indici: 99  0
indici: 39  0
indici: 596  370
indici: 475  237
indici: 175  714
indici: 3  1
indici: 0  20
indici: 937  17
indici: 67  0
indici: 8  1
indici: 681  162
indici: 820  2
indici: 680  4
indici: 97  430
indici: 50  567
indici: 998  504
indici: 93  1
indici: 16  137
indici: 6  4
indici: 67  151
indici: 48  193
indici: 542  19
indici: 6  303
