1 0
1.41093 0.0409864
1.72017 0.0403657
1.98987 0.0436088
2.22374 0.0423831
2.43636 0.0458916
2.63487 0.0408464
2.81282 0.0435428
2.99206 0.0411526
3.15299 0.0408757
3.30595 0.0407022
3.4539 0.0385203
3.59547 0.0367356
3.71594 0.0362715
3.85479 0.0360629
3.98723 0.0366818
4.09892 0.0389018
4.224 0.0391713
4.34138 0.0418356
4.45435 0.0424082
4.56982 0.0397888
4.68115 0.0404294
4.78789 0.039583
4.88389 0.0391858
4.99733 0.0405305
5.09835 0.04208
5.18749 0.0415544
5.28541 0.0395826
5.38305 0.0402704
5.48029 0.0399341
5.5733 0.0399552
5.66649 0.0402873
5.74953 0.0395532
5.84007 0.0397191
5.92675 0.0398056
6.00381 0.04093
6.08797 0.0419912
6.17004 0.0422867
6.2497 0.0436284
6.32242 0.0435052
6.39453 0.042459
6.46546 0.0439838
6.54643 0.043014
6.62489 0.0432376
6.70418 0.0436323
6.769 0.0432138
6.83196 0.0419202
6.90227 0.0417305
6.97711 0.0439427
7.04419 0.0439737
7.11581 0.0446271
7.19019 0.0460061
7.25526 0.044376
7.32786 0.0455274
7.38935 0.0455172
7.45263 0.0445346
7.52375 0.0445953
7.58706 0.0461977
7.64701 0.0462613
7.71025 0.0450472
7.76786 0.0457043
7.83933 0.0435021
7.9039 0.043843
7.95263 0.0451634
8.00704 0.0448098
8.06649 0.0447029
8.12829 0.0447776
8.18159 0.0451311
8.24061 0.0449038
8.29847 0.0457224
8.36268 0.0453175
8.41811 0.0457828
8.47738 0.0458924
8.53021 0.0454542
8.59081 0.0465262
8.64924 0.0456538
8.7168 0.0456379
8.77485 0.0451247
8.827 0.0450198
8.88249 0.0452214
8.93648 0.0454714
9.00534 0.0442009
9.0441 0.0445037
9.11126 0.0434257
9.15882 0.0443111
9.2204 0.0440651
9.26674 0.0442368
9.31077 0.0443909
9.36134 0.0436605
9.41062 0.0441251
9.46483 0.0444296
9.53165 0.0435654
9.57628 0.0435554
9.62967 0.0422408
9.67092 0.0424154
9.72254 0.0419569
9.76918 0.0416365
9.82728 0.0403743
9.87195 0.0406593
9.91809 0.0413664
