#    BLOCK:         VALUES:
       1        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  16.1964  123.225  557.235  1226.34  1846.22  2401.83  2544.22  2523.14  2218.81  2123.46  1909.25  1720.49  1536.91  1437.35  1382.22  1362.31  1145.09  1020.02  964.514  776.711  655.596  658.754  759.98  703.632  688.505  643.984  628.032  673.011  695.944  675.923  649.488  653.527  717.608  800.751  857.421  934.165  962.324  1050.1  1022.12  1068.66  1087  1101.44  1179.5  1184.04  1208.21  1203.49  1227.75  1184.07  1198.6  1118.56  1144.03  1140.45  1147.41  1036.25  1059.68  1024.34  1028.2  1025.29  999.994  926.405  910.96  902.669  899.876  870.705  856.578 
       2        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8.74779  128.059  552.578  1157.33  1962.5  2397.43  2440.6  2624.06  2339.02  1960.8  1872.76  1738.41  1487.08  1422.73  1263.76  1196.06  970.091  908.419  895.677  860.024  818.432  792.83  814.456  756.931  777.767  730.588  717.355  704.532  683.492  724.175  748.59  742.833  705.03  803.542  842.709  929.75  940.566  939.138  982.438  972.624  1014.53  1108.51  1142.24  1148.97  1194.34  1188.01  1138.58  1128.43  1190.46  1168.83  1209.44  1170.59  1117.77  1117.92  1025.04  985.29  1009.35  1004.25  969.589  978.539  949.2  932.701  924.323  906.967  920.958 
       3        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.825347  34.3849  206.713  529.757  1178.54  1932.2  2346.39  2535.86  2434.49  2472.68  2104.28  1982.8  1797.58  1534.4  1351.45  1263.19  1139.27  995.032  1021.88  849.494  795.16  750.215  744.411  729.078  731.765  689.43  705.478  694.411  676.727  709.967  681.59  720.678  755.866  714.398  784.769  859.568  864.654  894.723  900.449  960.716  1096.88  1173.8  1162.79  1196.35  1232.31  1305.15  1231.93  1239.6  1208.54  1172.75  1115.33  1141.75  1110.73  1033.35  1006.52  1022.2  1035.56  977.796  939.227  928.422  902.9  927.25  878.545  882.181  888.493  885.609 
       4        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.46728  43.4791  152.064  573.923  1164.33  1868.96  2442.82  2751.03  2482.71  2200.12  2078.7  1955.49  1818.83  1576.63  1397.76  1288.85  1167  1008.37  911.073  869.859  832.094  754.007  785.855  719.834  682.389  713.634  728.739  680.616  662.559  681.407  747.265  716.353  740.315  766.53  883.057  824.02  916.924  955.022  916.502  949.361  940.861  985.444  1109.27  1125.12  1148.58  1218.45  1272.56  1245.84  1266.89  1272.34  1240.48  1192.28  1129.09  1096.8  1074.78  1053.01  1003.94  989.87  989.557  951.447  906.029  906.544  902.564  877.255  828.548  851.583 
       5        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  38.8021  152.884  511.982  1124.64  1826.57  2160.86  2432.68  2506.77  2279.15  2291.2  2131.17  1872.59  1732.12  1489.23  1289.91  1091.67  975.894  987.23  927.597  841.171  813.648  751.729  697.152  696.998  653.602  611.329  632.65  633.721  640.015  670.046  687.78  752.533  779.587  813.196  755.004  889.823  955.897  948.4  998.926  1077.33  1114.28  1121.6  1189.4  1186.57  1193.58  1196.72  1205.53  1217.57  1188.22  1171.18  1141.84  1150.5  1166.17  1162.95  1087.03  1045.96  981.447  926.138  969.377  989.454  933.653  876.271  880.551  825.994  869.709 
       6        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2.20093  17.842  202.944  680.03  1229.43  1912.41  2364.16  2590.17  2483.38  2390.65  2188.84  1862.32  1731.39  1663.09  1444.68  1216.14  1131.82  1054.67  845.688  775.966  736.286  704.217  677.322  730.432  672.629  744.406  689.284  680.067  690.28  782.68  773.293  751.414  779.636  787.685  892.106  866.8  846.645  939.627  991.742  1033.42  1024.33  1060.76  1164.35  1122.49  1128.6  1186.46  1194.7  1222.44  1292.92  1167.93  1156.02  1109.24  1100.57  1068.7  1051.11  1001.98  952.437  933.232  948.528  958.714  937.773  926.16  960.858  931.213  950.947  928.102 
       7        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.28387  20.527  191.31  577.727  1297.55  1836.64  2299.74  2596.7  2547.14  2427.68  2212.76  1991.24  1787.23  1599.66  1393.12  1285.46  1108.02  1038.74  919.627  810.289  705.637  674.024  658.652  676.749  708.863  725.412  708.251  683.675  652.891  655.987  706.123  738.692  754.089  843.77  823.549  827.184  917.935  1020.08  1048.52  1020.16  1018.33  1127.94  1182.2  1211.81  1174.23  1177.38  1223.22  1198.94  1171.08  1191.21  1124.34  1125.56  1133.3  1099.01  1095.38  1033.43  1023.26  989.505  955.328  884.27  898.255  898.728  891.404  899.027  924.293  900.615 
       8        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  34.2117  128.796  561.426  1264.19  1801.03  2143.89  2401.75  2511.84  2446.66  2320.3  2060.36  1836.04  1625.16  1436.46  1372.82  1268.53  1031.99  876.578  832.561  798.982  765.666  765.851  690.054  633.461  606.458  611.15  618.104  600.579  680.839  670.465  706.303  795.31  740.272  753.154  855.184  935.592  1004.67  999.862  1034.67  1118.12  1063.42  1100.04  1193.95  1209.28  1221.49  1229.42  1265.28  1243.63  1203.71  1151.38  1124  1060.52  1121.48  1104.97  1051.16  975.387  1035.57  969.157  947.326  885.946  874.491  887.771  869.803  891.306  887.428 
       9        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  12.1257  142.97  515.786  1170  1850.21  2223.48  2518.68  2633.49  2329.04  2198.87  1976.21  1850.43  1534.01  1364.21  1256.15  1163.49  1099.28  905.726  915.47  808.022  804.47  707.105  704.482  721.845  655.606  664.204  659.461  616.284  669.279  687.048  750.421  805.702  827.599  823.712  810.032  877.876  898.097  978.43  1043.12  1040.91  1125.39  1162.82  1166.52  1205.49  1201.76  1244.16  1188.93  1179.59  1151.65  1135.51  1117.32  1111.93  1054.45  1051.13  1064.32  1026.91  1035.27  1003.96  987.195  965.753  919.207  879.647  861.581  890.214  905.731 
      10        0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.8341  22.1726  175.743  511.672  1166.32  1842.8  2252.69  2592.14  2581.22  2574.26  2219.37  1926.39  1702.11  1593.9  1425.84  1323.68  1204.15  1041.13  916.459  836.565  873.474  741.639  619.567  653.011  607.114  685.237  718.242  696.662  690.616  663.053  728.347  685.669  694.601  719.812  793.469  889.579  930.98  933.007  1015.91  1125.42  1167.37  1099.65  1149.69  1090.63  1158.36  1167.1  1201.79  1159.33  1175.89  1184.61  1205.62  1151.93  1119.31  1099.49  1070.87  1049.93  1007.15  1043.94  979.874  936.039  927.909  920.451  912.692  935.772  901.297  884.947 
