# generation:     mean_loss:           best_loss:
1                  2493.68                   2204.1
2                  2496.29                  2180.75
3                  2283.35                  2105.48
4                  2156.36                  1983.77
5                  2040.82                  1887.79
6                  1928.95                  1782.57
7                  1815.94                  1692.76
8                  1709.31                  1626.82
9                  1641.85                  1563.08
10                  1570.19                  1511.31
11                  1524.74                  1461.24
12                  1472.36                  1425.59
13                  1436.46                  1397.49
14                     1405                   1325.2
15                  1346.12                  1264.51
16                  1281.15                  1211.43
17                  1220.85                  1167.81
18                  1175.45                  1125.61
19                  1136.69                  1091.92
20                   1102.5                  1064.82
21                  1075.74                  1046.51
22                  1054.49                  1010.44
23                  1024.31                  978.859
24                  990.799                  940.128
25                  955.357                  920.058
26                  926.975                  882.319
27                  898.627                  822.037
28                  850.913                   799.45
29                  811.494                  784.985
30                  789.355                  766.305
31                  775.118                  753.047
32                   786.86                  748.269
33                  757.642                  726.625
34                  734.855                  719.178
35                  722.492                  693.561
36                  704.751                   677.56
37                  682.115                  670.159
38                   673.43                  658.966
39                  663.057                  644.386
40                  650.028                  623.178
41                  628.912                   611.87
42                  617.997                  606.122
43                  608.359                  595.676
44                  599.689                  587.529
45                  590.816                   571.49
46                  578.015                  561.592
47                  567.374                  559.435
48                  560.537                   545.81
49                  553.809                  541.637
50                  543.766                  518.964
51                  532.419                  505.615
52                  512.914                  488.038
53                  497.776                  475.989
54                  482.604                  472.507
55                  474.146                  468.452
56                  469.968                  457.939
57                  463.229                  447.298
58                  451.593                  435.712
59                  441.843                  429.022
60                  432.633                  414.847
61                  421.817                  407.395
62                  425.268                  401.141
63                  408.442                  392.584
64                  397.813                  383.169
65                  387.328                  350.325
66                  370.512                  338.968
67                  345.247                  327.568
68                  333.364                  318.301
69                  322.076                  313.905
70                  315.609                  308.704
71                  310.384                  303.792
72                  305.138                  299.549
73                  301.314                   295.34
74                  296.782                  292.435
75                  294.034                  280.779
76                  286.146                  279.275
77                  279.788                  277.156
78                  278.081                   273.38
79                  275.005                   271.26
80                  271.769                  268.123
81                  269.611                   263.08
82                  264.581                  257.264
83                  260.606                  255.382
84                  256.164                  253.768
85                  254.445                  252.511
86                  253.221                  245.573
87                  250.141                  243.529
88                   244.39                  237.562
89                   240.06                  236.136
90                  236.578                  234.992
91                  235.406                  233.872
92                  235.739                  231.919
93                  233.752                    230.8
94                  231.148                  229.648
95                  230.059                  226.661
96                  227.751                  225.715
97                  225.827                  224.952
98                   225.37                   222.37
99                  223.794                  220.456
100                  221.183                   219.51
101                  219.596                  218.746
102                  219.117                  216.484
103                  217.529                  214.565
104                  215.403                  213.903
105                  214.138                  213.903
106                  213.901                  212.873
107                  213.352                  201.857
108                  206.522                   199.02
109                  200.293                   199.02
110                   199.01                  196.237
111                  197.716                  194.054
112                  195.116                  189.989
113                  191.831                  186.786
114                  188.368                  184.622
115                  185.572                  183.104
116                  183.731                   180.63
117                  181.599                  177.939
118                  179.097                  175.713
119                  176.684                  175.028
120                  175.398                  174.866
121                  174.918                  173.783
122                  177.262                  174.288
123                  174.565                   168.79
124                  171.447                  166.862
125                  167.851                  166.234
126                  166.545                  165.953
127                  166.106                  164.862
128                  165.418                   163.32
129                    163.8                  162.756
130                   162.98                  162.756
131                  162.754                  161.714
132                  162.263                  160.404
133                  161.033                  157.615
134                  159.163                  157.566
135                  157.591                  156.918
136                  157.262                  156.918
137                  156.918                  156.918
138                  156.916                  156.173
139                  156.567                  155.976
140                  156.071                  155.232
141                  155.519                  155.232
142                  155.232                  155.232
143                  155.229                  154.559
144                  154.886                  151.615
145                  152.817                   151.25
146                  151.371                  150.539
147                  150.897                  150.488
148                  150.513                    149.5
149                  149.973                  148.505
150                   149.03                    148.1
151                  148.292                  148.041
152                   148.68                  148.001
153                  148.035                  147.942
154                  147.961                  147.807
155                  147.874                  147.748
156                  147.746                  146.053
157                  146.928                  145.068
158                  145.597                  144.873
159                  144.894                  144.873
160                  144.871                  143.792
161                  144.395                  142.636
162                  143.158                  139.206
163                    140.7                  139.206
164                  139.206                  139.206
165                  139.203                  137.742
166                  138.571                  137.031
167                  137.322                  137.031
168                  137.026                  135.448
169                  136.202                  134.127
170                  134.765                  132.251
171                  133.216                  132.251
172                  132.251                  132.251
173                   132.25                  131.878
174                  132.078                  131.878
175                  131.878                  131.878
176                  131.878                   131.84
177                  131.854                  130.136
178                  130.963                  129.544
179                  129.752                  128.922
180                  129.143                   128.07
181                   128.16                  127.332
182                  128.124                  127.254
183                  127.573                  126.516
184                  126.822                    126.2
185                  126.375                  126.092
186                  126.112                  126.092
187                  126.092                  126.073
188                  126.072                  125.096
189                  125.427                  124.802
190                  124.915                  124.105
191                  124.447                  123.746
192                  123.971                  123.746
193                  123.746                  123.746
194                  123.746                  123.746
195                  123.746                  123.746
196                  123.743                  122.725
197                  123.283                  122.725
198                  122.725                  122.725
199                  122.725                  122.725
200                  122.725                  122.725
201                  122.725                  122.725
202                  122.725                  122.725
203                  122.724                  122.715
204                   122.72                  122.715
205                  122.715                  122.715
206                  122.713                  121.855
207                  122.311                  121.855
208                  121.855                  121.855
209                  121.852                  120.427
210                  121.215                  120.427
211                  120.427                  120.427
212                  120.427                  120.427
213                  120.427                  120.427
214                  120.427                  120.221
215                   120.34                  118.931
216                  119.715                  118.725
217                  118.759                   118.29
218                   118.51                   118.29
219                   118.29                  117.976
220                  118.161                  117.976
221                  117.976                  117.569
222                   117.81                  117.418
223                  117.502                  116.967
224                  117.191                  116.967
225                  116.967                  116.967
226                  116.967                  116.967
227                  116.967                  116.967
228                  116.967                  116.967
229                  116.967                  116.933
230                  116.951                  116.933
231                  116.932                  116.479
232                  116.719                  116.479
233                  116.479                  116.479
234                  116.479                  116.053
235                  116.285                  115.939
236                  115.996                  115.939
237                  115.939                  115.939
238                  115.938                  115.762
239                  115.859                  114.908
240                  115.357                  114.158
241                  114.544                  114.158
242                  114.928                  114.158
243                  114.158                  114.158
244                  114.158                  114.158
245                  114.158                  114.158
246                  114.158                  114.158
247                  114.158                  114.158
248                  114.157                  114.043
249                  114.088                  113.103
250                  113.603                  113.081
251                  113.094                  112.971
252                  113.041                  112.882
253                  112.929                  112.785
254                  112.837                  112.785
255                  112.785                  112.785
256                  112.784                   112.36
257                  112.569                   112.36
258                   112.36                   112.36
259                   112.36                   112.36
260                   112.36                   112.36
261                   112.36                   112.36
262                   112.36                   112.36
263                   112.36                   112.36
264                   112.36                   112.36
265                   112.36                   112.36
266                   112.36                   112.36
267                   112.36                   112.36
268                   112.36                   112.36
269                   112.36                   112.36
270                   112.36                   112.36
271                   112.36                   112.36
272                   112.36                   112.36
273                   112.36                   112.36
274                   112.36                   112.36
275                   112.36                   112.36
276                   112.36                   112.36
277                   112.36                   112.36
278                   112.36                   112.36
279                   112.36                   112.36
280                   112.36                   112.36
281                   112.36                   112.36
282                  112.356                  110.635
283                  111.563                  110.635
284                  110.635                  110.635
285                  110.635                  110.635
286                  110.635                  110.635
287                  110.635                  110.635
288                  110.635                  110.635
289                  110.635                  110.635
290                  110.635                  110.635
291                  110.635                  110.635
292                  110.634                  109.854
293                  110.234                  109.854
294                  109.854                  109.854
295                  109.854                  109.854
296                  109.854                  109.854
297                  109.854                  109.779
298                  109.817                  109.779
299                  109.779                  109.779
300                  109.779                  109.779
301                  109.779                  109.779
302                  112.186                  109.779
303                  109.779                  109.779
304                  109.779                  109.779
305                  109.779                  109.779
306                  109.779                  109.779
307                  109.779                  109.779
308                  109.778                  109.353
309                  109.575                  109.353
310                  109.353                  109.353
311                  109.353                  109.353
312                  109.353                  109.353
313                  109.353                  109.248
314                    109.3                  109.248
315                  109.248                  109.248
316                  109.248                  109.248
317                  109.248                  109.248
318                  109.248                  109.248
319                  109.248                  109.248
320                  109.248                  109.248
321                  109.248                  109.248
322                  109.248                  109.248
323                  109.248                  109.248
324                  109.248                  109.248
325                  109.248                  109.248
326                  109.248                  109.248
327                  109.248                  109.248
328                  109.248                  109.248
329                  109.248                  109.248
330                  109.248                  109.248
331                  109.248                  109.248
332                  109.546                  109.248
333                  109.248                  109.248
334                  109.248                  109.248
335                  109.248                  109.248
336                  109.248                  109.248
337                  109.248                  109.248
338                  109.248                  109.248
339                  109.248                  109.248
340                  109.248                  109.248
341                  109.248                  109.248
342                  109.248                  109.248
343                  109.248                  109.248
344                  109.248                  109.248
345                  109.248                  109.248
346                  109.248                  109.207
347                  109.228                  109.207
348                  109.207                  109.207
349                  109.207                  109.207
350                  109.207                  109.207
351                  109.207                  109.207
352                  109.207                  109.207
353                  109.207                  109.207
354                  109.207                  109.207
355                  109.207                  109.207
356                  109.207                  109.207
357                  109.207                  109.187
358                  109.198                  109.187
359                  109.187                  109.187
360                  109.187                  109.187
361                  109.186                  108.711
362                  109.187                  109.187
363                  109.187                  109.187
364                  109.187                  109.187
365                  109.187                  109.187
366                  109.187                  109.187
367                  109.187                  109.187
368                  109.187                  109.187
369                  109.187                  109.187
370                  109.187                  109.187
371                  109.187                  109.187
372                  109.187                  109.187
373                  109.187                  109.187
374                  109.187                  109.187
375                  109.186                  109.099
376                  109.144                  109.099
377                  109.099                  109.099
378                  109.099                  109.099
379                  109.099                  109.099
380                  109.099                  109.099
381                  109.099                  109.099
382                  109.099                  109.099
383                  109.099                  109.099
384                  109.099                  109.099
385                  109.099                  109.099
386                  109.099                  109.099
387                  109.099                  109.099
388                  109.099                  109.099
389                  109.099                  109.099
390                  109.099                  109.099
391                  109.099                  109.099
392                  109.099                  109.099
393                  109.099                  109.099
394                  109.099                  109.099
395                  109.099                  109.099
396                  109.099                  109.099
397                  109.099                  109.099
398                  109.099                  109.099
399                  109.099                  109.099
400                  109.099                  109.099
401                  109.099                  109.099
402                  109.099                  109.099
403                  109.099                  109.099
404                  109.099                  109.099
