# generation:     mean_loss:           best_loss:
1                  2435.66                   2156.7
2                  2520.39                  2118.05
3                  2187.89                  1971.84
4                  2021.96                  1861.33
5                  1900.12                  1773.83
6                  1804.68                  1671.13
7                  1693.73                  1596.94
8                   1614.8                  1501.56
9                  1527.02                  1441.29
10                  1452.13                  1360.52
11                  1382.59                  1301.81
12                   1315.4                  1242.75
13                  1252.38                  1145.38
14                  1166.58                  1082.41
15                  1107.09                  1051.14
16                  1067.56                  992.458
17                   1015.5                   962.04
18                  970.492                   941.31
19                  950.286                  915.187
20                   925.75                      890
21                  899.185                  842.972
22                  860.968                  817.994
23                  825.542                  791.215
24                  803.886                  771.036
25                  779.453                  727.355
26                  748.098                  715.671
27                  721.675                  706.284
28                  711.013                  685.215
29                  693.789                  676.552
30                  679.072                   668.62
31                  671.412                  649.636
32                  676.411                  649.636
33                  659.314                  597.995
34                  622.671                  581.547
35                  589.242                   570.27
36                  575.407                  561.406
37                  564.604                  542.292
38                  550.241                  527.544
39                  531.416                  507.668
40                  513.736                   496.62
41                  502.942                  485.629
42                   490.85                  475.742
43                  481.479                  468.967
44                  472.603                  461.982
45                  465.611                  452.967
46                  457.985                  439.906
47                  444.768                  421.196
48                  424.445                  405.216
49                  407.502                  400.864
50                  403.285                  394.156
51                  397.993                  390.868
52                  392.449                  387.677
53                    389.1                  368.863
54                  381.147                  361.069
55                  364.768                  352.822
56                  356.438                  347.978
57                  350.516                  339.557
58                    343.7                   331.95
59                  335.484                  325.075
60                  329.132                  315.415
61                  318.998                  312.906
62                  333.798                  313.572
63                  314.864                  307.019
64                  309.606                  298.177
65                  300.384                  292.864
66                  295.116                   286.67
67                  290.321                  281.884
68                   284.33                  277.185
69                  279.992                  275.049
70                  276.519                  272.921
71                  274.995                  267.978
72                   271.24                  266.258
73                  268.513                  263.795
74                  265.958                  261.659
75                  263.696                  255.354
76                  258.896                  254.323
77                  254.778                  251.662
78                   252.79                  250.631
79                    250.7                  248.688
80                  249.482                  245.361
81                   246.75                  240.763
82                  242.011                  220.084
83                   234.37                  214.894
84                  218.435                  208.532
85                  211.678                  204.327
86                  206.322                  201.194
87                  202.121                   198.53
88                  199.049                  197.045
89                  197.744                  193.792
90                   195.34                  191.168
91                  192.229                  189.947
92                  190.808                  189.664
93                   189.81                  188.169
94                  188.886                  184.199
95                  186.089                  182.809
96                  183.413                  178.571
97                  180.719                  175.199
98                  176.841                  173.148
99                  174.279                  171.719
100                  172.533                  167.966
101                  169.689                  163.523
102                  164.472                  162.468
103                   162.91                  161.222
104                  161.563                  159.927
105                  160.294                  153.499
106                   156.46                  150.324
107                  151.489                  150.324
108                   150.32                  149.062
109                  150.018                  147.343
110                  150.253                  144.628
111                  149.923                  143.746
112                  144.262                  143.746
113                  143.744                  142.797
114                  143.131                  141.914
115                  141.908                  138.877
116                  140.392                  138.877
117                  138.867                  134.633
118                  136.844                  132.048
119                  133.496                   131.46
120                  131.775                  129.541
121                   130.46                  128.954
122                  129.204                  127.403
123                  128.198                  126.382
124                  127.023                  123.875
125                  124.786                  122.722
126                  123.211                  121.595
127                  122.179                  121.247
128                  121.399                   119.39
129                  120.397                  119.104
130                  119.225                  117.363
131                  118.183                  117.009
132                  117.064                   112.72
133                  114.418                   110.29
134                  111.497                  109.409
135                  109.859                  108.685
136                  108.922                  107.248
137                  107.666                  107.248
138                  107.248                  107.049
139                  107.157                  106.689
140                  106.856                  105.141
141                  105.814                  104.646
142                  104.874                   104.03
143                  104.382                  103.577
144                  103.786                  103.243
145                   103.35                  103.044
146                  103.146                  101.707
147                  102.382                  101.283
148                  101.507                  101.283
149                  101.278                  99.6346
150                  100.428                  98.7673
151                  99.1718                  98.3075
152                  98.8737                  97.4068
153                  97.8769                  97.4068
154                  97.4068                  97.4068
155                  97.4068                  97.4068
156                  97.4068                  97.3906
157                  97.3984                  97.3906
158                  97.3906                  97.3906
159                  97.3885                  96.3741
160                   97.003                  96.3741
161                  96.3736                  96.2727
162                  96.3301                  95.7953
163                  96.0929                  95.2579
164                  95.5845                  95.0196
165                  95.1769                  94.9302
166                  94.9832                  94.4562
167                  94.7296                  93.7867
168                  94.1522                  93.6973
169                  93.7056                   93.385
170                  93.5487                   93.385
171                  93.3766                  90.6586
172                  92.0191                  89.2198
