# generation:     mean_loss:           best_loss:
1                  2511.33                  2084.13
2                  2510.14                  2017.48
3                  2179.34                  1925.01
4                  1952.32                  1835.18
5                  1852.16                  1750.63
6                  1770.17                  1650.89
7                  1669.28                  1535.64
8                  1570.66                  1489.74
9                  1509.59                  1449.66
10                  1465.54                  1375.28
11                  1408.41                   1343.8
12                  1355.48                   1312.5
13                   1322.4                  1244.98
14                   1259.9                     1207
15                  1223.36                  1161.89
16                  1180.94                  1108.95
17                  1126.26                  1051.75
18                   1075.1                  1009.03
19                  1028.55                   974.19
20                  989.352                  951.977
21                  960.379                  932.227
22                  941.236                  907.953
23                   918.05                  875.218
24                  887.767                  845.653
25                  855.524                  829.337
26                  834.422                  809.536
27                  816.553                  777.907
28                  788.637                  740.773
29                  753.755                  726.921
30                  731.955                  702.074
31                  711.515                  687.133
32                   722.75                  669.946
33                  685.222                  634.478
34                  646.636                    623.7
35                  627.062                  594.072
36                  608.329                  573.853
37                  581.268                  559.006
38                  563.281                  537.933
39                   548.47                  526.002
40                  527.116                  509.221
41                   517.43                  499.444
42                  504.114                  483.973
43                  491.137                  475.646
44                  478.636                  460.545
45                    466.8                  447.692
46                  453.389                  442.206
47                  444.183                  436.484
48                  438.629                  428.265
49                  431.638                   418.03
50                  422.804                  381.859
51                  401.038                  372.984
52                  376.769                  362.789
53                  366.715                   357.69
54                   359.93                  351.175
55                  353.717                  344.835
56                  347.424                  336.715
57                  341.144                   325.61
58                  331.137                  317.613
59                  320.435                  314.967
60                  316.183                  307.626
61                  312.569                  301.101
62                  311.606                  299.743
63                  301.005                  298.175
64                  298.877                  295.365
65                  297.054                  291.672
66                  293.606                  286.357
67                  289.203                  286.069
68                  286.155                  283.836
69                  285.196                  280.964
70                  282.671                  277.496
71                  279.738                  273.074
72                  275.815                  272.293
73                  272.625                   268.87
74                  270.515                  265.501
75                  267.194                  261.915
76                  262.532                  252.973
77                  253.998                  250.611
78                  251.732                  248.455
79                  249.011                  247.284
80                  247.775                  244.488
81                  246.065                  243.158
82                   243.82                  234.753
83                  239.516                  228.577
84                  231.798                  224.914
85                   226.51                  222.781
86                  223.611                  222.685
87                  222.717                  219.203
88                  220.488                  215.998
89                  216.442                  215.005
90                  215.414                  213.964
91                  214.626                  213.805
92                  214.815                  213.872
93                  214.086                  213.714
94                    213.8                  213.208
95                  213.472                  211.472
96                  212.187                  197.761
97                  205.268                  193.693
98                  195.891                  192.261
99                  192.935                  191.011
100                  191.457                   189.77
101                  190.278                  188.337
102                  188.632                  185.888
103                  187.013                  183.605
104                  184.538                  182.391
105                  182.767                  175.433
106                  179.135                   173.96
107                  174.673                  170.933
108                  172.445                  170.933
109                  170.907                  166.972
110                  169.305                  166.299
111                  167.399                  165.356
112                  165.892                  165.024
113                  165.146                  161.864
114                  163.702                  159.286
115                  160.559                  155.112
116                   157.24                  154.766
117                  154.953                  154.766
118                  154.766                  154.766
119                  154.764                  153.851
