# generation:     mean_loss:           best_loss:
1                  2493.79                  2143.66
2                  2542.03                  2164.84
3                  2225.08                  2010.43
4                  2048.36                  1855.11
5                  1912.34                  1767.27
6                   1804.3                  1693.59
7                  1715.76                   1578.1
8                  1621.95                  1460.69
9                  1504.62                  1372.38
10                  1409.52                  1338.45
11                     1349                  1289.44
12                  1302.07                   1251.1
13                  1267.51                  1199.53
14                     1216                  1154.68
15                  1168.68                  1111.51
16                  1128.73                  1051.91
17                  1075.41                  1028.64
18                  1034.48                  999.154
19                  1007.43                  954.693
20                  972.796                  928.915
21                  941.043                  906.225
22                  916.538                  888.991
23                  896.405                  868.271
24                  874.951                  852.378
25                  859.448                  819.971
26                  830.237                   789.08
27                  803.865                  767.389
28                  778.265                   731.53
29                  750.309                  724.465
30                  727.566                  707.757
31                  714.693                  680.909
32                  733.657                  680.909
33                  692.203                  669.527
34                  674.374                  652.135
35                  660.777                  637.782
36                  645.778                  609.726
37                   624.79                  586.423
38                  597.123                  580.328
39                  583.079                   563.79
40                  569.108                  542.287
41                  548.216                  528.153
42                  534.722                  522.313
43                  525.216                  508.593
44                  515.202                  495.852
45                  502.109                  475.307
46                  487.918                  451.856
47                  464.837                  446.289
48                  448.824                  443.598
49                  444.488                   440.98
50                  442.214                  429.368
51                  434.494                  421.998
52                  425.329                   403.31
53                  414.163                  382.119
54                  398.891                  372.223
55                  378.613                   370.47
56                  371.445                   368.34
57                  369.348                  359.133
58                  363.509                  353.086
59                  355.692                  349.136
60                  350.296                  333.555
61                  337.837                  320.948
62                  344.708                  320.948
63                  325.358                  313.359
64                  316.562                  309.221
65                  310.904                  300.509
66                  305.567                  296.394
67                  298.534                  294.206
68                  295.443                   292.84
69                  293.761                  289.109
70                  291.098                  286.509
71                  287.911                  278.907
72                  283.115                  276.995
73                  277.783                  268.934
74                  272.682                  266.516
75                  268.379                  264.479
76                  265.527                  262.409
77                  262.643                  259.191
78                  260.249                  235.421
79                  247.012                  232.941
80                  233.657                  219.867
81                  226.157                   212.05
82                  215.164                  210.475
83                  210.932                  207.624
84                  209.113                  207.196
85                  207.681                  204.184
86                  206.282                  201.662
87                  203.102                  199.708
88                  200.663                  197.809
89                  198.254                   196.04
90                  196.759                  194.348
91                  195.251                  192.839
92                  195.573                  193.516
93                  193.939                  192.966
94                  193.201                  190.509
95                  191.542                  188.763
96                  189.176                   179.17
97                   184.18                  177.458
98                  178.087                  177.458
99                  177.442                  174.458
100                  175.812                  171.773
101                  172.894                  170.799
102                  171.358                  168.607
103                  169.592                   167.18
104                  167.794                  166.208
105                  166.673                  165.208
106                  165.733                  164.172
107                    164.7                  163.275
108                  163.713                  162.238
109                  162.455                  162.238
110                  162.237                  161.728
111                  162.017                  160.113
112                  160.872                  158.859
113                  159.488                  157.615
114                   158.23                  153.303
115                  155.226                  151.145
116                  151.744                  149.901
117                  150.103                  148.696
118                  149.347                  148.096
119                  148.382                  146.256
120                  146.731                  143.308
121                  144.238                  143.308
122                   148.64                  143.308
123                  143.346                  143.192
124                  143.246                  141.316
125                  142.232                  139.377
126                  140.297                  138.125
127                  138.637                    135.4
128                  136.698                  134.327
129                  134.773                  133.982
130                  134.171                  133.982
131                  133.979                  132.822
132                  133.382                  132.306
133                  132.568                  129.748
134                  130.951                  128.423
135                  128.953                  128.423
136                  128.421                  127.519
137                  127.993                  127.067
138                  127.278                  127.067
139                  127.066                  126.751
140                  126.944                  125.944
141                  126.357                  124.662
142                  125.259                  123.809
143                  124.162                  123.206
144                  123.457                  122.363
145                  122.769                  122.363
146                  122.362                  121.953
147                  122.159                  121.953
148                  121.952                  121.582
149                  121.791                  120.606
150                   121.11                  120.606
151                  120.606                  120.602
152                  120.776                  119.596
153                  120.078                  118.252
154                  118.837                  117.056
155                  117.464                  116.676
156                  116.887                  116.676
157                  116.675                  116.534
158                  116.599                  114.341
159                  115.441                  113.999
160                  114.191                  113.946
161                  113.961                  112.456
162                   113.17                  112.456
163                  112.456                  112.456
164                  112.456                  112.456
165                  112.456                  112.456
166                  112.453                  110.951
167                  112.022                  110.951
168                  111.031                  110.951
169                  110.951                  110.951
170                   110.95                  110.316
171                  110.647                  109.968
172                  110.326                  109.968
173                  109.997                  109.968
174                  109.968                  109.968
175                  109.968                  109.738
176                  109.855                  109.738
177                  109.738                  109.738
178                  109.736                  108.668
179                  109.463                  108.668
180                   108.69                  108.668
181                  108.668                  108.668
182                  108.668                  108.668
183                  108.666                   108.03
184                  108.423                  107.556
185                  107.842                  106.906
186                  107.256                  103.514
187                   105.24                  103.453
188                  103.489                  103.294
189                  103.369                  103.294
190                  103.294                  103.294
191                  103.294                  103.294
192                  103.294                  103.294
193                  103.294                  103.294
194                  103.294                  103.294
195                  103.293                  103.022
196                  103.162                  103.022
197                  103.022                  103.022
198                  103.022                  103.022
199                  103.022                  103.022
200                  103.022                  103.022
201                  103.022                  103.022
202                  103.022                  103.022
203                  103.022                  103.022
204                  103.022                  103.022
205                  103.022                  103.022
206                  103.022                  103.022
207                  103.021                  102.496
208                  102.781                  101.733
209                  102.219                  100.868
210                   101.33                  100.104
211                   100.19                  100.104
212                  100.215                  100.104
213                  100.104                  99.8774
214                  99.9897                  94.5189
215                  97.4849                  93.6902
216                  94.1348                  93.6902
217                  93.6893                  93.3606
218                  93.5172                  93.2542
219                  93.2981                  92.9386
220                  93.0991                  92.8321
221                  92.8321                  92.8321
222                  92.8321                  92.8117
223                    92.82                  91.4329
224                  92.1471                  91.3391
225                  91.3909                  91.3187
226                  91.3272                  91.2098
227                  91.2681                  91.1576
228                  91.1793                  91.1576
229                  91.1576                  91.1576
230                  91.1576                  91.1576
231                  91.1576                  91.1576
232                  91.1576                  91.1576
233                  91.1576                  91.1576
234                  91.1576                  91.1576
235                  91.1576                  91.1576
236                  91.1576                  91.1576
237                  91.1543                  89.5394
238                  90.2556                  89.5394
239                  89.5394                  89.5394
240                  89.5394                  89.5394
241                  89.5394                  89.5394
242                  90.6037                  89.5394
243                  89.5394                  89.5394
244                  89.5394                  89.5394
245                  89.5384                  89.0502
246                  89.3391                  88.6805
247                  88.8408                   87.735
248                  88.1281                  87.1796
249                  87.3356                  85.8644
250                  85.9133                  85.3692
251                  85.5873                  85.3692
252                  85.3692                  85.3692
253                  85.3692                  85.3692
254                  85.3692                  85.3692
255                  85.3691                  85.3431
256                  85.3572                   84.845
257                  85.1015                  84.5377
258                   84.694                  84.5377
259                  84.5377                  84.5377
260                  84.5377                  84.5377
261                  84.5377                  84.5377
262                  84.5377                  84.5377
263                  84.5377                  84.5377
264                  84.5377                  84.5377
265                  84.5377                  84.5377
266                  84.5377                  84.5377
267                  84.5377                  84.5377
268                  84.5377                  84.5377
269                  84.5377                  84.5377
270                  84.5377                  84.5377
271                  84.5377                  84.5377
272                  84.5377                  84.5377
273                  84.5377                  84.5377
274                  84.5377                  84.5377
275                  84.5377                  84.5377
276                  84.5377                  84.5377
277                  84.5377                  84.5377
278                  84.5377                  84.5377
279                  84.5377                  84.5377
280                   84.537                  84.1481
281                  84.3492                  84.1481
282                  84.1481                  84.1481
283                  84.1481                  84.1481
284                   84.147                   83.587
285                  83.8765                   83.587
286                  83.5869                  83.5428
287                  83.5661                  83.5428
288                  83.5428                  83.5428
289                  83.5428                  83.5428
290                  83.5428                  83.5428
291                  83.5416                  82.9524
292                  83.2787                  82.9524
293                  82.9516                  82.5632
294                  82.7461                  82.5632
295                  82.5632                  82.5632
296                  82.5632                  82.5632
297                  82.5632                  82.5632
298                  82.5632                  82.5632
299                  82.5632                  82.5632
300                  82.5632                  82.5632
301                  82.5632                  82.5632
302                  85.1269                  82.5632
303                  82.5632                  82.5632
304                  82.5632                  82.5632
305                  82.5632                  82.5632
306                  82.5632                  82.5632
307                  82.5632                  82.5632
308                  82.5632                  82.5632
