# generation:     mean_loss:           best_loss:
1                  2435.08                  2086.64
2                  2566.41                  2079.34
3                  2147.65                  1952.26
4                  1981.44                  1805.26
5                  1846.34                  1727.08
6                  1755.04                  1631.14
7                  1671.93                  1576.79
8                  1600.93                  1488.99
9                   1519.3                  1438.01
10                  1454.37                  1388.22
11                  1404.47                  1348.73
12                  1361.54                  1289.76
13                  1317.46                  1259.52
14                  1269.89                  1238.39
15                  1247.53                  1165.58
16                  1206.29                  1144.98
17                  1151.82                  1070.63
18                  1101.03                  1035.88
19                  1047.03                  1009.79
20                  1021.84                   968.31
21                  990.977                  928.687
22                  953.677                  904.859
23                   917.75                  870.693
24                  888.034                  855.225
25                  861.931                  819.442
26                  835.039                   785.74
27                  798.766                  768.774
28                   776.71                  747.834
29                  757.418                  728.876
30                  737.302                  708.816
31                  715.674                  696.056
32                  742.808                  700.118
33                  704.466                  689.461
34                  693.396                  683.337
35                  685.287                  674.395
36                  678.173                  648.276
37                  661.294                  640.976
38                  644.541                  602.915
39                  625.454                  576.197
40                  586.206                  571.963
41                  573.081                  549.597
42                  564.795                  543.611
43                  553.179                  530.135
44                  541.526                  522.544
45                  527.013                  516.553
46                   519.42                  489.921
47                  503.086                  480.632
48                  484.242                  468.953
49                  473.222                  443.838
50                  460.103                  439.193
51                  442.051                  427.019
52                  433.191                  424.164
53                  425.095                  417.456
54                  420.403                  409.436
55                  412.543                  403.041
56                  405.883                  398.935
57                  400.955                  391.696
58                  394.393                  385.479
59                  389.801                  381.393
60                  386.114                  378.653
61                  380.283                  376.234
62                  383.522                  376.234
63                  378.235                  371.539
64                  373.617                  360.713
65                  369.071                  359.775
66                  361.515                  357.581
67                    358.7                   353.92
68                  355.753                   349.36
69                  351.171                  346.237
70                  347.982                  341.508
71                  343.903                    337.8
72                  339.886                  333.799
73                  336.086                  330.969
74                  332.595                  329.591
75                   330.27                  322.825
76                  325.868                  318.656
77                  321.032                  312.231
78                  316.177                  304.867
79                  308.784                  303.686
80                  304.251                  300.202
81                  301.894                  297.568
82                  298.512                  296.943
83                  297.279                  292.786
84                  294.991                  285.374
85                   289.48                  282.937
86                  284.469                    280.6
87                   281.87                  280.311
88                  280.465                  276.573
89                  278.203                  274.955
90                  275.499                  270.897
91                   273.13                  268.822
92                  274.744                  269.568
93                  270.369                  268.984
94                  269.045                  261.173
95                  264.959                  258.362
96                  259.917                  257.732
97                  257.953                  255.705
98                  256.674                   255.14
99                  255.333                   255.14
100                   255.14                  254.893
101                  255.011                  253.062
102                  253.914                  252.078
103                  252.484                  251.145
104                  251.612                  251.112
105                  251.128                  249.874
106                  250.491                  248.441
107                  249.123                  246.915
108                  247.614                  245.986
109                  246.353                  244.561
110                  245.092                  242.558
111                  243.535                  237.683
112                  240.602                   232.44
113                  235.523                  231.404
114                  232.024                  231.286
115                  231.458                  227.503
116                  229.252                  225.085
117                  226.161                  224.914
118                  225.002                  224.628
119                   224.76                  224.076
120                  224.373                   223.79
121                  223.865                  223.598
122                  229.642                  222.714
123                  224.008                  221.398
124                  221.811                  219.402
125                  220.234                  216.498
126                  218.221                  215.564
127                  215.928                  215.298
128                  215.481                  215.298
129                  215.295                  214.142
130                   214.68                  214.142
131                  214.126                  211.005
132                   212.75                  210.082
133                  210.555                   206.99
134                  208.595                  197.216
135                   200.31                  196.744
136                  197.028                   195.81
137                  196.279                  194.856
138                   195.16                  194.856
139                  194.856                   194.77
140                  194.815                  194.556
141                  194.687                  191.155
142                  192.871                  182.295
143                  188.405                  180.687
144                  181.694                  180.687
145                  180.674                  177.383
146                  179.084                  175.313
147                  176.165                  174.697
148                  175.032                  170.202
149                  173.243                  170.202
150                  170.197                  169.316
151                  169.698                  169.316
152                  172.785                   168.93
153                  169.082                   168.93
154                  168.922                  165.308
155                  167.696                  164.922
