3.1746 3.1746 0
3.05011 3.11236 0.0622471
3.11319 3.11263 0.0359395
3.13831 3.11905 0.0262112
3.15529 3.1263 0.0215576
3.09975 3.12187 0.0181495
3.08948 3.11725 0.0160218
3.06917 3.11124 0.015121
3.14996 3.11554 0.0140124
3.1163 3.11562 0.0125333
3.19197 3.12256 0.0132933
3.07726 3.11878 0.0127085
3.18001 3.12349 0.0126033
3.22284 3.13059 0.0136567
3.19088 3.13461 0.013334
3.12779 3.13418 0.01248
3.108 3.13264 0.0118237
3.11215 3.1315 0.0112055
3.18761 3.13446 0.011003
3.08234 3.13185 0.0107587
3.11526 3.13106 0.010264
3.08132 3.1288 0.0100441
3.1887 3.1314 0.00994455
3.12884 3.1313 0.00952178
3.18653 3.13351 0.00939634
3.09256 3.13193 0.00916408
3.09256 3.13047 0.00893793
3.21396 3.13346 0.00911428
3.17676 3.13495 0.00892028
3.14571 3.13531 0.00862528
3.14148 3.13551 0.00834478
3.19525 3.13737 0.00829271
3.12989 3.13715 0.00804069
3.11319 3.13644 0.00783238
3.18435 3.13781 0.00772751
3.02539 3.13469 0.00813318
3.12152 3.13433 0.00791831
3.14677 3.13466 0.00771407
3.0531 3.13257 0.00779926
3.19854 3.13422 0.00777863
3.20293 3.13589 0.00776943
3.19416 3.13728 0.00770805
3.21728 3.13914 0.00775319
3.22953 3.1412 0.00784853
3.24864 3.14358 0.00803506
3.11735 3.14301 0.00787912
3.13937 3.14294 0.00771005
3.07625 3.14155 0.00767452
3.07828 3.14025 0.00762636
3.18218 3.14109 0.00751918
3.09153 3.14012 0.00743406
3.20183 3.14131 0.00738566
3.08132 3.14018 0.00733283
3.12884 3.13997 0.00719882
3.18001 3.14069 0.00710413
3.11839 3.1403 0.00698748
3.11007 3.13977 0.00688424
3.20073 3.14082 0.00684569
3.15956 3.14113 0.00673615
3.15956 3.14144 0.00663005
3.18435 3.14215 0.00655828
3.1362 3.14205 0.00645235
3.02932 3.14026 0.00659644
3.18544 3.14097 0.00653081
3.0551 3.13964 0.00656385
3.17137 3.14013 0.00648148
3.11319 3.13972 0.00639666
3.15742 3.13998 0.00630726
3.15956 3.14027 0.00622165
3.13515 3.14019 0.00613256
3.20843 3.14116 0.00612149
3.16921 3.14155 0.00604844
3.1489 3.14165 0.00596586
3.07929 3.1408 0.00594471
3.23849 3.14211 0.0060078
3.10593 3.14163 0.0059473
3.13515 3.14155 0.00587016
3.18653 3.14212 0.00582304
3.16599 3.14242 0.00575679
3.16277 3.14268 0.00569006
3.15102 3.14278 0.00562032
3.23849 3.14395 0.00567273
3.12361 3.1437 0.00560932
3.20954 3.14449 0.00559728
3.108 3.14406 0.00554767
3.1163 3.14374 0.00549227
3.15102 3.14382 0.00542942
3.22841 3.14478 0.00545277
3.08642 3.14412 0.00543089
3.18761 3.14461 0.0053919
3.09975 3.14412 0.00535506
3.1489 3.14417 0.00529679
3.09872 3.14368 0.00526227
3.12465 3.14348 0.00520992
3.1489 3.14353 0.0051551
3.14042 3.1435 0.00510122
3.16491 3.14372 0.00505318
3.12465 3.14353 0.00500514
3.11943 3.14328 0.0049603
3.14148 3.14327 0.00491048
